PP	verb	is.colloc	is.SVC	is.figur	freq	MI	Dice	z.score	t.score	chisq	chisq.corr	log.like	Fisher
auf:Unverständnis	stoßen	FALSE	FALSE	FALSE	62	2.55324	0.016342	148.456	7.852	22072	21717	646.2	141.45
auf:Verständnis	stoßen	FALSE	FALSE	FALSE	32	2.34665	0.008457	83.935	5.6314	7056	6836	293.96	64.9
auf:Widerspruch	stoßen	FALSE	FALSE	FALSE	49	2.4776	0.012927	120.906	6.9767	14640	14342	487.36	106.95
auf:Widerstand	stoßen	FALSE	FALSE	FALSE	175	2.51586	0.044683	238.848	13.1884	57137	56809	1784.82	388.94
auf:Zustimmung	stoßen	FALSE	FALSE	FALSE	74	2.33647	0.019216	126.138	8.5627	15935	15719	676.03	148.05
in+:Horn	stoßen	TRUE	FALSE	TRUE	30	2.34606	0.007934	81.214	5.4525	6605	6386	275.49	60.87
vor:Kopf	stoßen	TRUE	FALSE	TRUE	30	2.24915	0.00791	72.557	5.4464	5272	5097	259.71	57.47
zu:Boden	stoßen	FALSE	FALSE	FALSE	30	1.45554	0.00733	28.239	5.2854	799	771	144.49	32.49
in+:Jahr	streichen	FALSE	FALSE	FALSE	34	0.52493	0.0034	7.485	4.0899	56	54	34.72	8.56
in:Jahr	streichen	FALSE	FALSE	FALSE	45	0.55471	0.003751	9.163	4.838	84	82	50.45	12.04
an:Hochschule	studieren	FALSE	FALSE	FALSE	42	2.27281	0.029567	88.248	6.4462	7792	7607	360.52	79.47
an:Universität	studieren	FALSE	FALSE	FALSE	33	1.87065	0.019903	48.831	5.6672	2386	2313	220.74	49.08
in:Frankfurt	studieren	FALSE	FALSE	FALSE	63	1.03788	0.008512	23.816	7.2098	569	559	188.33	42.15
bis:Uhr	stumpfen	FALSE	FALSE	FALSE	61	3.08748	0.061399	272.931	7.8039	74520	73303	779.84	170.5
für:Kunst	stumpfen	FALSE	FALSE	FALSE	61	3.41915	0.122122	400.013	7.8073	160042	157428	875.37	191.23
bis:Ende	stylen	FALSE	FALSE	FALSE	44	3.12497	0.049522	242.038	6.6283	58603	57278	569.46	124.75
in:Krise	stürzen	TRUE	TRUE	FALSE	31	1.98132	0.016529	53.924	5.5096	2910	2816	223.69	49.7
in:Tiefe	stürzen	FALSE	FALSE	FALSE	44	2.23854	0.024163	86.792	6.595	7538	7367	371.69	81.9
zu:Boden	stürzen	FALSE	FALSE	FALSE	42	1.96391	0.021217	61.494	6.4103	3784	3694	299.76	66.28
ab:Jahr	suchen	FALSE	FALSE	FALSE	46	1.09613	0.006096	22.038	6.2388	487	476	149.03	33.55
an+:Samstag	suchen	FALSE	FALSE	FALSE	31	-0.13351	0.002114	-1.718	-2.0039	-3	-3	-3.27	0.01
für:Kind	suchen	FALSE	FALSE	FALSE	32	0.30828	0.003273	4.1	2.8753	17	16	12.97	3.7
in:Deutschland	suchen	FALSE	FALSE	FALSE	50	0.27338	0.004239	4.525	3.3031	21	20	16.33	4.48
in:Frankfurt	suchen	FALSE	FALSE	FALSE	49	0.16374	0.003745	2.655	2.1987	7	7	6.2	2.14
in:Jahr	suchen	FALSE	FALSE	FALSE	32	-0.24759	0.001845	-3.269	-4.347	-11	-10	-12.77	0
in:Zeit	suchen	FALSE	FALSE	FALSE	38	0.28117	0.003604	4.061	2.938	17	16	13.05	3.72
nach:Lösung	suchen	FALSE	FALSE	FALSE	95	2.11326	0.013574	110.187	9.6717	12175	12046	774.2	169.41
nach:Möglichkeit	suchen	FALSE	FALSE	FALSE	60	1.76232	0.008505	57.898	7.6121	3362	3305	378.86	83.51
nach:Weg	suchen	FALSE	FALSE	FALSE	40	2.0092	0.005767	63.293	6.2626	4017	3916	303.01	66.92
seit:Jahr	suchen	FALSE	FALSE	FALSE	48	0.18368	0.003784	2.952	2.3894	9	8	7.54	2.45
auf:Mark	summieren	FALSE	FALSE	FALSE	42	2.21358	0.018217	82.366	6.4411	6790	6629	351.1	77.42
von+:Dienst	suspendieren	FALSE	FALSE	FALSE	50	3.39473	0.143885	352.109	7.0682	123998	121529	699.91	153.15
ab:Uhr	tagen	FALSE	FALSE	FALSE	107	1.35847	0.018783	47.258	9.8909	2238	2216	469.83	103.41
an+:Dienstag	tagen	FALSE	FALSE	FALSE	95	1.08282	0.011034	31.104	8.9413	971	960	302.74	67.08
an+:Donnerstag	tagen	FALSE	FALSE	FALSE	130	1.21346	0.014937	43.28	10.7043	1880	1864	488.89	107.58
an+:Freitag	tagen	FALSE	FALSE	FALSE	51	0.78823	0.005649	14.815	5.9785	220	215	100.52	23
an+:Mittwoch	tagen	FALSE	FALSE	FALSE	72	0.95789	0.008289	22.746	7.5504	519	511	191.26	42.8
an+:Montag	tagen	FALSE	FALSE	FALSE	60	0.87245	0.006824	18.313	6.7069	337	330	138.33	31.26
in+:Bürgerhaus	tagen	FALSE	FALSE	FALSE	68	1.48896	0.019936	44.301	7.9787	1965	1935	337.34	74.54
in+:Clubraum	tagen	FALSE	FALSE	FALSE	33	2.50051	0.022365	101.891	5.7264	10388	10074	320.6	70.73
in+:Rathaus	tagen	FALSE	FALSE	FALSE	52	1.32396	0.014243	31.541	6.8691	996	976	219.42	48.88
in+:Sitzungssaal	tagen	FALSE	FALSE	FALSE	33	2.32593	0.021668	83.208	5.7174	6928	6718	292.09	64.56
um:Uhr	tagen	FALSE	FALSE	FALSE	238	1.22362	0.016439	59.339	14.5054	3541	3525	914.26	200.07
ab:Uhr	tanzen	FALSE	FALSE	FALSE	36	0.95692	0.006561	16.062	5.3374	259	251	95.16	21.79
mit:Rollis	tanzen	FALSE	FALSE	FALSE	30	2.93314	0.024834	160.186	5.4708	25672	24822	359.46	79.08
mit:Wolf	tanzen	FALSE	FALSE	FALSE	98	3.14908	0.078683	371.403	9.8925	138008	136602	1314.43	286.58
auf:Name	taufen	FALSE	FALSE	FALSE	33	3.37929	0.124294	281.009	5.7422	78974	76598	456.2	100.16
auf:Mark	taxieren	FALSE	FALSE	FALSE	30	2.45899	0.013541	92.585	5.4582	8580	8295	288.08	63.63
von:Mark	teilen	FALSE	FALSE	FALSE	30	0.46156	0.003255	6.099	3.5849	37	35	24.63	6.31
an+:Samstag	teilnehmen	FALSE	FALSE	FALSE	47	0.31789	0.004092	5.131	3.5584	26	25	20.14	5.34
an+:Sonntag	teilnehmen	FALSE	FALSE	FALSE	39	0.26965	0.003572	3.94	2.8885	16	15	12.42	3.58
an:Demonstration	teilnehmen	FALSE	FALSE	FALSE	48	2.13302	0.012625	80.153	6.8772	6434	6300	386.51	85.12
an:Gespräch	teilnehmen	FALSE	FALSE	FALSE	37	2.17948	0.009829	74.295	6.0425	5528	5379	306.7	67.73
an:Kurs	teilnehmen	FALSE	FALSE	FALSE	30	2.32066	0.008044	78.851	5.451	6227	6020	271.11	59.93
an:Sitzung	teilnehmen	FALSE	FALSE	FALSE	64	2.3666	0.016954	121.483	7.9656	14780	14549	594.92	130.4
an:Spielen	teilnehmen	FALSE	FALSE	FALSE	31	2.26235	0.008292	74.899	5.5373	5618	5437	270.41	59.79
an:Treffen	teilnehmen	FALSE	FALSE	FALSE	55	2.40056	0.014645	117.146	7.3867	13744	13494	521.75	114.47
an:Veranstaltung	teilnehmen	FALSE	FALSE	FALSE	65	2.29797	0.017137	113.045	8.0217	12798	12601	579.7	127.11
an:Wettbewerb	teilnehmen	FALSE	FALSE	FALSE	33	2.14817	0.008774	67.646	5.7037	4583	4444	268.21	59.35
in+:Jahr	teilnehmen	FALSE	FALSE	FALSE	31	0.10123	0.00255	1.301	1.1577	2	1	1.57	0.93
um:Uhr	teilnehmen	FALSE	FALSE	FALSE	44	0.06437	0.002622	0.984	0.9138	1	1	0.93	0.74
von:Uhr	teilnehmen	FALSE	FALSE	FALSE	32	0.3571	0.003749	4.784	3.171	23	22	16.83	4.57
zu+:Mal	teilnehmen	FALSE	FALSE	FALSE	31	0.64613	0.005084	9.069	4.3102	82	79	44.44	10.69
an+:Rebstockgelände	the	FALSE	FALSE	FALSE	33	3.27241	0.050152	248.444	5.7415	61741	59883	450.39	98.82
bis:Uhr	the	FALSE	FALSE	FALSE	40	1.94612	0.025856	58.768	6.253	3456	3369	281.52	62.32
nach:Absprache	the	FALSE	FALSE	FALSE	46	2.86574	0.061333	183.51	6.7731	33686	32956	525.7	115.33
an+:Rebstockgelände	timen	FALSE	FALSE	FALSE	33	3.5819	0.096774	354.889	5.7431	125963	122174	498.35	109.23
bis:Uhr	timen	FALSE	FALSE	FALSE	31	2.14491	0.025203	65.315	5.5279	4268	4131	246.75	54.71
nach:Absprache	timen	FALSE	FALSE	FALSE	33	3.03099	0.076212	188.082	5.7392	35381	34316	400.94	88.18
in:Jahr	tragen	FALSE	FALSE	FALSE	30	-0.13006	0.00195	-1.646	-1.9123	-3	-2	-3	0.02
von:Mark	tragen	FALSE	FALSE	FALSE	66	0.36051	0.005341	6.939	4.582	48	47	35.36	8.75
zu:Grab	tragen	TRUE	FALSE	TRUE	52	2.40477	0.010481	114.465	7.1827	13128	12876	503.51	110.45
ab:Uhr	trainieren	FALSE	FALSE	FALSE	49	1.03876	0.008694	21.029	6.3598	443	433	146.35	32.98
für:Olympia	trainieren	FALSE	FALSE	FALSE	30	2.49005	0.021239	95.98	5.4595	9217	8912	289.61	63.99
in+:Vereinsheim	trainieren	FALSE	FALSE	FALSE	33	2.27954	0.022207	78.839	5.7144	6219	6031	284.52	62.91
in:Bornheim	trainieren	FALSE	FALSE	FALSE	36	2.11598	0.02272	68.046	5.9541	4633	4504	282.3	62.46
in:Straße	trainieren	FALSE	FALSE	FALSE	36	1.23599	0.010801	23.451	5.6515	551	535	137.82	31.07
in:Woche	trainieren	FALSE	FALSE	FALSE	40	1.01931	0.007993	18.493	5.7196	343	333	116.09	26.36
von:Uhr	trainieren	FALSE	FALSE	FALSE	125	1.39446	0.020246	53.433	10.7295	2862	2838	569.84	125.16
ab:Jahr	treffen	FALSE	FALSE	FALSE	34	0.6635	0.002358	9.8	4.5655	97	93	51.2	12.18
ab:Uhr	treffen	FALSE	FALSE	FALSE	264	0.75255	0.014624	31.812	13.3756	1019	1015	487.55	107.39
an+:Dienstag	treffen	FALSE	FALSE	FALSE	273	0.54312	0.013021	22.036	11.7916	490	487	297.21	66.01
an+:Donnerstag	treffen	FALSE	FALSE	FALSE	243	0.48698	0.011538	18.41	10.509	342	340	220.16	49.23
an+:Freitag	treffen	FALSE	FALSE	FALSE	226	0.43663	0.010568	15.759	9.5325	250	249	169.93	38.28
an+:Goldschmiedehaus	treffen	FALSE	FALSE	FALSE	60	2.11589	0.004355	87.838	7.6866	7758	7628	523.85	114.78
an+:Kreisel	treffen	FALSE	FALSE	FALSE	32	1.73888	0.002321	41.117	5.5537	1700	1646	203.7	45.3
an+:Mittwoch	treffen	FALSE	FALSE	FALSE	250	0.50036	0.011881	19.241	10.8155	373	371	237.14	52.93
an+:Montag	treffen	FALSE	FALSE	FALSE	239	0.47456	0.011301	17.746	10.2759	318	316	207.24	46.41
an+:Samstag	treffen	FALSE	FALSE	FALSE	251	0.47346	0.011652	18.14	10.5172	332	330	216.83	48.51
an+:Sonntag	treffen	FALSE	FALSE	FALSE	174	0.34712	0.008296	10.826	7.2595	118	117	87.6	20.29
an+:Wochenende	treffen	FALSE	FALSE	FALSE	40	0.05858	0.002357	0.854	0.7981	1	1	0.7	0.66
an:Landstraße	treffen	FALSE	FALSE	FALSE	50	1.31099	0.003581	30.424	6.7255	931	911	212.05	47.25
aus:Meter	treffen	FALSE	FALSE	FALSE	41	1.17152	0.00293	23.007	5.9717	532	518	147.73	33.24
aus:Welt	treffen	FALSE	FALSE	FALSE	226	1.43459	0.015581	75.524	14.4806	5737	5710	1092.02	238.66
bis:Punkerpeter	treffen	FALSE	FALSE	FALSE	208	1.96508	0.014916	137.038	14.2659	18883	18791	1597.39	348.27
für:Gast	treffen	FALSE	FALSE	FALSE	32	0.99055	0.002279	15.887	5.0787	254	245	89.94	20.63
für:Suchtkrankenhilfe	treffen	FALSE	FALSE	FALSE	44	2.22937	0.003198	85.87	6.5941	7414	7245	431.97	94.49
gegen:Rassismus	treffen	FALSE	FALSE	FALSE	30	1.05055	0.002145	16.724	4.9897	281	271	92.06	21.08
in+:Bürgerhaus	treffen	FALSE	FALSE	FALSE	155	0.84864	0.00983	28.388	10.6858	811	805	344.77	76.29
in+:Bürgertreff Philanthropin	treffen	FALSE	FALSE	FALSE	31	2.19032	0.002254	68.87	5.5318	4769	4615	290.96	63.94
in+:Finale	treffen	FALSE	FALSE	FALSE	36	0.66419	0.00249	10.097	4.7	103	99	54.3	12.86
in+:Gemeindehaus	treffen	FALSE	FALSE	FALSE	92	1.34615	0.006516	43.146	9.1594	1872	1851	405.44	89.37
in+:Gemeindesaal	treffen	FALSE	FALSE	FALSE	36	1.3873	0.002595	28.42	5.754	812	789	165.58	37.09
in+:Gemeindezentrum	treffen	FALSE	FALSE	FALSE	79	1.30265	0.005603	37.84	8.4454	1440	1421	332.06	73.41
in+:Halbfinale	treffen	FALSE	FALSE	FALSE	44	0.98273	0.003107	18.423	5.943	341	333	122.22	27.7
in+:Hallenbad	treffen	FALSE	FALSE	FALSE	32	1.56012	0.002316	33.152	5.5011	1105	1070	174.1	38.9
in+:Haus	treffen	FALSE	FALSE	FALSE	64	0.46225	0.004056	8.923	5.2404	80	78	52.89	12.61
in+:Jahr	treffen	FALSE	FALSE	FALSE	52	-0.24614	0.002341	-4.142	-5.4987	-17	-17	-20.51	0
in+:Monat	treffen	FALSE	FALSE	FALSE	222	1.26853	0.014957	60.727	14.0968	3709	3692	899.13	196.77
in+:Rathaus	treffen	FALSE	FALSE	FALSE	75	0.48488	0.004685	10.179	5.8246	104	102	67.24	15.77
in+:Saal	treffen	FALSE	FALSE	FALSE	40	0.58164	0.00272	9.118	4.6673	84	81	48.59	11.62
in+:Schwarze	treffen	TRUE	FALSE	TRUE	72	1.97527	0.005215	81.598	8.3955	6695	6601	557.26	122.18
in+:Vereinshaus	treffen	FALSE	FALSE	FALSE	33	1.34951	0.002379	25.95	5.4877	677	656	145.88	32.79
in+:Vereinsheim	treffen	FALSE	FALSE	FALSE	49	1.43361	0.003524	35.123	6.7421	1240	1214	236.24	52.49
in+:Viertelfinale	treffen	FALSE	FALSE	FALSE	40	1.10504	0.002852	20.799	5.828	435	423	132.29	29.88
in:Bornheim	treffen	FALSE	FALSE	FALSE	30	1.01918	0.002143	16.013	4.9532	258	248	87.99	20.19
in:Frankfurt	treffen	FALSE	FALSE	FALSE	47	-0.15571	0.002355	-2.471	-2.9563	-6	-6	-6.88	0
in:Gaststätte	treffen	FALSE	FALSE	FALSE	128	1.47455	0.009057	59.713	10.9343	3586	3557	642.81	140.99
in:Jahr	treffen	FALSE	FALSE	FALSE	59	-0.28324	0.002437	-5.099	-7.0645	-26	-26	-31.82	0
in:Minute	treffen	FALSE	FALSE	FALSE	109	0.70372	0.006929	18.83	8.375	357	353	180.59	40.53
in:Runde	treffen	FALSE	FALSE	FALSE	62	0.73588	0.004192	14.996	6.4275	226	222	110.22	25.14
in:Räumen	treffen	FALSE	FALSE	FALSE	49	0.81905	0.003397	15.247	5.9382	234	228	103.03	23.54
in:Schule	treffen	FALSE	FALSE	FALSE	41	0.47923	0.002734	7.43	4.2791	56	54	36.01	8.86
in:Seckbach	treffen	FALSE	FALSE	FALSE	34	1.35616	0.002451	26.562	5.5742	709	688	151.37	33.99
in:Straße	treffen	FALSE	FALSE	FALSE	70	0.50717	0.004444	10.335	5.7641	107	105	67.71	15.86
in:Woche	treffen	FALSE	FALSE	FALSE	72	0.25696	0.004133	5.094	3.7896	26	25	21.07	5.57
mit:Auge	treffen	FALSE	FALSE	FALSE	210	1.4741	0.014595	76.442	14.005	5877	5848	1054.75	230.54
nach:Angabe	treffen	FALSE	FALSE	FALSE	41	-0.15904	0.002135	-2.358	-2.8317	-6	-5	-6.28	0
seit:Jahr	treffen	FALSE	FALSE	FALSE	53	-0.07463	0.00271	-1.253	-1.365	-2	-1	-1.67	0.04
um:Uhr	treffen	FALSE	FALSE	FALSE	1134	0.90352	0.042259	83.394	29.4697	7029	7022	2808.59	611.73
von:Struwwelhitler	treffen	FALSE	FALSE	FALSE	208	1.96508	0.014916	137.038	14.2659	18883	18791	1597.39	348.27
von:Uhr	treffen	FALSE	FALSE	FALSE	211	0.60422	0.01135	21.879	10.9124	482	479	273.63	60.85
zu+:Chorprobe	treffen	FALSE	FALSE	FALSE	160	2.17242	0.011564	153.229	12.5641	23608	23459	1474.93	321.42
zu+:Jahreshauptversammlung	treffen	FALSE	FALSE	FALSE	77	1.81719	0.005562	70.012	8.6413	4929	4864	523.39	114.9
zu+:Mal	treffen	FALSE	FALSE	FALSE	72	0.44009	0.004457	8.971	5.4051	81	79	54.71	13.02
zu+:Orchesterprobe	treffen	FALSE	FALSE	FALSE	39	2.26716	0.002835	84.481	6.2112	7176	6992	407.24	88.43
zu+:Probe	treffen	FALSE	FALSE	FALSE	32	1.69676	0.00232	39.096	5.5431	1537	1488	196.52	43.75
zu+:Training	treffen	FALSE	FALSE	FALSE	70	1.72132	0.005051	59.55	8.2077	3566	3514	439.1	96.59
zu+:Vereinsabend	treffen	FALSE	FALSE	FALSE	69	2.19752	0.005009	103.614	8.2539	10794	10638	652.75	142.65
zu+:Übungsstunde	treffen	FALSE	FALSE	FALSE	41	2.17237	0.002979	77.562	6.3601	6049	5901	377.75	82.88
zu:Gespräch	treffen	FALSE	FALSE	FALSE	33	1.02903	0.002354	17.027	5.2073	292	282	98.19	22.43
zu:Sitzung	treffen	FALSE	FALSE	FALSE	48	1.59815	0.003466	42.521	6.7534	1818	1779	270.37	59.89
zwischen:Uhr	treffen	FALSE	FALSE	FALSE	33	0.41056	0.002211	5.635	3.5125	32	30	22.22	5.78
auf:Spitze	treiben	TRUE	FALSE	TRUE	30	2.63467	0.015719	113.471	5.4645	12885	12459	315	69.45
in:Höhe	treiben	TRUE	TRUE	FALSE	79	1.32499	0.017902	38.927	8.4676	1518	1498	334.17	73.88
an+:Dienstag	treten	FALSE	FALSE	FALSE	45	0.17286	0.003588	2.688	2.2026	7	7	6.31	2.16
an+:Donnerstag	treten	FALSE	FALSE	FALSE	41	0.12685	0.003245	1.877	1.6218	4	3	3.2	1.38
an+:Freitag	treten	FALSE	FALSE	FALSE	54	0.2276	0.004167	3.895	2.9974	15	15	12.62	3.64
an+:Mittwoch	treten	FALSE	FALSE	FALSE	36	0.0714	0.002853	0.988	0.9097	1	1	0.93	0.74
an+:Montag	treten	FALSE	FALSE	FALSE	52	0.22485	0.004087	3.775	2.9142	14	14	11.89	3.47
an+:Samstag	treten	FALSE	FALSE	FALSE	56	0.23465	0.00427	4.093	3.1238	17	16	13.85	3.92
an+:Sonntag	treten	FALSE	FALSE	FALSE	55	0.25962	0.004383	4.5	3.3371	20	20	16.36	4.49
an:Stelle	treten	TRUE	FALSE	TRUE	161	1.35891	0.023012	58.001	12.1333	3373	3351	709.03	155.44
an:Öffentlichkeit	treten	TRUE	TRUE	FALSE	45	1.7256	0.008162	47.991	6.582	2308	2256	274.49	60.8
auf:Bremse	treten	TRUE	FALSE	TRUE	54	2.26611	0.010035	99.287	7.3087	9879	9696	480.35	105.46
auf:Fuß	treten	FALSE	FALSE	FALSE	33	1.28296	0.005767	23.85	5.4451	570	552	133.71	30.16
auf:Plan	treten	TRUE	FALSE	TRUE	45	1.61705	0.008078	42.122	6.5462	1778	1738	251.29	55.76
auf:Stelle	treten	TRUE	FALSE	TRUE	38	1.85995	0.00699	51.74	6.0793	2683	2612	256.58	56.86
gegen:Ball	treten	FALSE	FALSE	FALSE	33	2.23457	0.00616	74.817	5.7111	5609	5440	287.52	63.49
in:Aktion	treten	TRUE	TRUE	FALSE	46	1.78872	0.008379	52.314	6.672	2743	2682	294.6	65.17
in:Dienst	treten	TRUE	TRUE	FALSE	33	1.50905	0.00594	31.631	5.5666	1003	972	167.61	37.53
in:Erscheinung	treten	TRUE	TRUE	FALSE	165	2.38947	0.030154	200.309	12.7928	40210	39966	1593.32	347.33
in:Fußstapfen	treten	TRUE	FALSE	TRUE	41	2.37355	0.00766	98.022	6.376	9629	9394	391.27	86.02
in:Hintergrund	treten	TRUE	FALSE	TRUE	40	2.01239	0.007402	63.531	6.2631	4045	3943	300.75	66.45
in:Hungerstreik	treten	FALSE	FALSE	FALSE	35	2.48355	0.006556	102.891	5.8966	10609	10307	360.03	79.13
in:Jahr	treten	FALSE	FALSE	FALSE	42	-0.01816	0.00266	-0.271	-0.2767	0	0	-0.07	0.2
in:Konkurrenz	treten	TRUE	TRUE	FALSE	35	1.74969	0.00641	43.559	5.8108	1902	1847	217.51	48.37
in:Kontakt	treten	TRUE	TRUE	FALSE	33	1.63725	0.006008	36.962	5.6121	1369	1327	187.38	41.82
in:Kraft	treten	TRUE	TRUE	FALSE	720	2.3539	0.118548	401.505	26.714	161593	161367	6829.24	1484.62
in:Pedal	treten	FALSE	FALSE	FALSE	42	2.33461	0.007839	94.823	6.4507	9010	8796	390.65	85.91
in:Ruhestand	treten	TRUE	TRUE	FALSE	49	1.69886	0.008836	48.501	6.86	2358	2309	292.64	64.76
in:Vordergrund	treten	TRUE	FALSE	TRUE	43	1.69006	0.007788	44.958	6.4236	2026	1978	254.98	56.55
mit:Fuß	treten	TRUE	FALSE	TRUE	60	1.8215	0.010855	62.119	7.6291	3867	3802	393.92	86.79
um:Uhr	treten	FALSE	FALSE	FALSE	83	0.18067	0.004509	3.817	3.1005	15	14	12.67	3.67
für:Kind	tun	FALSE	FALSE	FALSE	33	0.28319	0.00317	3.813	2.7518	15	14	11.48	3.36
in:Deutschland	tun	FALSE	FALSE	FALSE	40	0.13801	0.003218	2.018	1.7217	4	4	3.66	1.5
in:Frankfurt	tun	FALSE	FALSE	FALSE	40	0.03714	0.002915	0.541	0.5184	0	0	0.29	0.5
in:Jahr	tun	FALSE	FALSE	FALSE	93	0.17728	0.005174	3.964	3.2321	16	15	13.7	3.91
in:Richtung	tun	FALSE	FALSE	FALSE	43	0.43564	0.004228	6.857	4.1526	47	45	32	7.97
in:Zeit	tun	FALSE	FALSE	FALSE	30	0.14005	0.002683	1.774	1.5098	3	3	2.82	1.28
nach:Ansicht	tun	FALSE	FALSE	FALSE	33	0.41986	0.003429	5.772	3.5598	33	32	23.03	5.96
seit:Jahr	tun	FALSE	FALSE	FALSE	61	0.24931	0.00458	4.545	3.4112	21	20	16.86	4.61
vor:Jahr	tun	FALSE	FALSE	FALSE	30	-0.02835	0.002321	-0.358	-0.3694	0	0	-0.13	0.18
zu+:Beispiel	tun	FALSE	FALSE	FALSE	34	0.25129	0.003169	3.421	2.5617	12	11	9.52	2.91
als:Mensch	töten	FALSE	FALSE	FALSE	45	1.47885	0.010633	35.593	6.4855	1269	1240	221.6	49.32
an+:Dienstag	töten	FALSE	FALSE	FALSE	90	0.62829	0.008217	14.953	7.2541	225	221	123.73	28.13
an+:Donnerstag	töten	FALSE	FALSE	FALSE	76	0.54928	0.00688	11.776	6.2567	139	137	83.76	19.39
an+:Freitag	töten	FALSE	FALSE	FALSE	61	0.43494	0.005365	8.153	4.9413	67	65	45.29	10.93
an+:Mittwoch	töten	FALSE	FALSE	FALSE	79	0.56713	0.007163	12.449	6.48	156	153	91.81	21.15
an+:Montag	töten	FALSE	FALSE	FALSE	118	0.73513	0.010598	20.663	8.8638	429	424	208.79	46.68
an+:Samstag	töten	FALSE	FALSE	FALSE	69	0.47971	0.005986	9.649	5.5542	94	92	60.58	14.3
an+:Sonntag	töten	FALSE	FALSE	FALSE	98	0.66488	0.008942	16.68	7.7579	279	276	147.67	33.35
an+:Wochenende	töten	FALSE	FALSE	FALSE	63	0.82295	0.009058	17.394	6.744	303	298	132.53	30.01
bei:Angriff	töten	FALSE	FALSE	FALSE	58	2.18774	0.015063	93.919	7.5663	8834	8682	483.58	106.23
bei:Anschlag	töten	FALSE	FALSE	FALSE	52	2.23218	0.013591	93.657	7.1689	8785	8616	445.6	97.95
bei:Auseinandersetzung	töten	FALSE	FALSE	FALSE	32	1.95558	0.008327	53.153	5.5942	2829	2741	229.37	50.92
bei:Explosion	töten	FALSE	FALSE	FALSE	41	2.20898	0.010765	80.945	6.3635	6562	6402	346.28	76.34
bei:Gefecht	töten	FALSE	FALSE	FALSE	57	2.46301	0.015044	128.217	7.5238	16464	16176	561.87	123.16
bei:Kämpfen	töten	FALSE	FALSE	FALSE	115	2.45719	0.0298	180.894	10.6864	32772	32487	1130.49	246.79
bei:Unfall	töten	FALSE	FALSE	FALSE	37	1.56046	0.009092	35.663	5.9154	1274	1239	196	43.72
bei:Zusammenstoß	töten	FALSE	FALSE	FALSE	36	2.12573	0.009439	68.826	5.9551	4744	4612	288.58	63.79
bei:Überfall	töten	FALSE	FALSE	FALSE	70	2.04891	0.017787	87.722	8.2918	7707	7596	534.35	117.31
in:Hauptstadt	töten	FALSE	FALSE	FALSE	34	1.09667	0.00731	18.96	5.3642	360	349	109.82	24.97
in:Nacht	töten	FALSE	FALSE	FALSE	112	1.16712	0.01771	37.806	9.8627	1433	1419	396.81	87.55
in:Nähe	töten	FALSE	FALSE	FALSE	51	1.0111	0.009411	20.644	6.4453	427	418	146.33	32.98
in:Provinz	töten	FALSE	FALSE	FALSE	45	1.52272	0.010758	37.561	6.5069	1413	1381	230.62	51.28
in:Stadt	töten	FALSE	FALSE	FALSE	43	0.6251	0.005971	10.275	5.0028	106	103	58.47	13.8
nach:Angabe	töten	FALSE	FALSE	FALSE	208	1.11333	0.02263	47.96	13.3112	2309	2297	690.88	151.54
zu+:Teil	töten	FALSE	FALSE	FALSE	35	0.81034	0.006283	12.711	5.0005	162	157	71.8	16.69
für:Mark	umbauen	FALSE	FALSE	FALSE	42	1.65773	0.016	42.74	6.3382	1829	1784	240.39	53.39
in+:Jahr	umsetzen	FALSE	FALSE	FALSE	56	0.73822	0.005594	14.308	6.116	206	201	99.66	22.83
in:Praxis	umsetzen	FALSE	FALSE	FALSE	56	2.0196	0.028326	75.809	7.4118	5752	5648	414.46	91.25
in:Tat	umsetzen	FALSE	FALSE	FALSE	220	2.32598	0.091896	214.854	14.7624	46206	45995	1963.78	427.95
für:Luft	un	FALSE	FALSE	FALSE	31	3.89447	0.200647	493.017	5.5671	243080	235301	510.38	111.85
in+:Haus	unterbringen	FALSE	FALSE	FALSE	32	0.98196	0.007772	15.694	5.0672	247	238	87.78	20.16
in:Gebäude	unterbringen	FALSE	FALSE	FALSE	50	1.88814	0.020231	61.362	6.9796	3769	3693	339.79	75.01
in:Hotel	unterbringen	FALSE	FALSE	FALSE	36	1.89138	0.015264	52.267	5.923	2734	2658	245.08	54.37
in:Räumen	unterbringen	FALSE	FALSE	FALSE	31	1.44095	0.01122	28.192	5.3661	796	769	146.83	33.01
in+:Finale	unterliegen	FALSE	FALSE	FALSE	36	1.69705	0.018045	41.483	5.8795	1722	1674	212.16	47.23
an+:Samstag	unternehmen	FALSE	FALSE	FALSE	32	0.63257	0.003548	8.987	4.3386	81	78	44.42	10.69
an+:Sonntag	unternehmen	FALSE	FALSE	FALSE	33	0.67872	0.003905	9.92	4.5408	99	95	51.31	12.2
auf:Tagesordnung	unterstehen	FALSE	FALSE	FALSE	95	2.901	0.111111	274.673	9.7346	75471	74677	1106.25	241.54
in+:Jahr	unterstützen	FALSE	FALSE	FALSE	35	0.07841	0.002722	1.07	0.9773	1	1	1.08	0.79
in:Jahr	unterstützen	FALSE	FALSE	FALSE	40	0.04446	0.002693	0.648	0.6154	0	0	0.41	0.55
mit:Mark	unterstützen	FALSE	FALSE	FALSE	190	1.40561	0.029028	66.799	13.2423	4474	4449	876.47	191.83
von:Mark	unterstützen	FALSE	FALSE	FALSE	34	0.12202	0.002875	1.644	1.4283	3	2	2.46	1.18
