id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S	stop.to	time	click	noun	nominalization	downtoner
EDP	0	7	43	1349	1	0	39	0	1592	958	48
EDR	0	2	21	478	1	0	37	0	882	353	43
EDT	0	7	65	637	4	0	72	0	2182	820	116
EDU	2	7	43	397	16	0	54	0	1795	769	77
EDY	0	18	38	1065	14	0	132	0	2021	875	119
EE0	3	1	30	48	5	0	79	0	1602	602	41
EE1	1	2	21	455	0	0	28	0	1011	382	46
EE2	0	12	38	1296	0	0	49	0	1734	1127	93
EE5	0	5	24	1429	0	0	74	0	1456	332	57
EE6	1	0	4	182	0	0	14	0	405	183	15
EE7	0	2	3	22	1	0	8	0	511	233	13
EE8	6	7	30	224	2	0	45	0	1433	780	45
EE9	0	8	43	1274	0	0	53	0	1444	928	116
EEA	0	4	7	38	2	0	9	0	520	124	10
EEB	0	6	30	121	7	0	72	0	2159	849	61
EEC	0	9	39	976	2	0	90	0	1546	1036	69
EED	1	2	2	197	0	0	16	0	433	106	14
EEE	0	6	36	1289	0	0	37	0	1532	740	107
EEF	0	12	33	574	1	0	33	0	1818	1072	86
EEG	0	0	6	23	0	0	10	0	339	137	2
EEH	0	3	12	163	3	0	20	0	850	583	48
EEJ	0	0	18	25	0	0	26	0	901	246	26
EEK	0	6	33	229	4	0	57	0	945	543	69
EEL	0	6	10	378	2	0	45	0	907	407	25
EEM	0	8	26	1059	1	0	23	0	1497	861	73
EEN	1	7	34	842	0	0	32	0	1299	877	61
EER	2	2	28	218	6	0	57	0	1398	407	40
EES	7	4	45	287	6	0	24	0	2040	1147	88
EET	2	1	56	41	0	0	42	0	2449	423	31
EEV	0	2	5	216	0	0	26	0	466	158	23
EEW	0	1	24	1396	7	0	72	0	1636	121	65
EEX	0	0	12	288	1	0	11	0	508	88	23
EEY	0	5	30	1004	1	0	41	0	1196	516	84
EF0	1	22	22	409	7	0	48	0	1603	803	43
EF1	0	5	14	2025	19	0	67	0	2163	243	73
EF2	0	6	47	1008	0	1	71	0	1369	419	68
EF3	0	3	7	565	0	0	17	0	1619	1274	55
EF4	1	24	24	615	0	0	49	0	1214	820	103
EF5	0	1	23	165	4	0	16	0	617	251	36
EF6	0	5	28	758	0	0	36	0	1281	736	75
EF8	0	7	11	437	9	0	35	0	1564	833	62
EF9	0	0	0	66	3	0	12	0	222	74	7
EFA	0	11	32	785	4	0	73	0	873	595	95
EFC	0	0	42	134	1	0	29	0	1490	386	19
EFD	6	5	17	574	28	0	31	0	1584	945	51
EFE	0	0	7	6	3	0	9	0	478	154	6
EFF	0	7	75	698	8	1	70	0	2227	627	115
EFG	1	4	32	559	18	0	78	0	2052	266	43
EFH	4	7	24	410	3	0	62	1	1782	448	64
EFJ	0	1	40	2278	7	1	79	3	2327	75	97
EFN	0	8	63	1969	0	0	90	0	2115	862	208
EFP	0	4	25	1095	4	0	56	0	1072	339	62
EFR	0	7	88	492	4	0	78	1	2103	425	148
EFS	0	2	7	192	3	0	26	0	256	80	14
EFT	0	11	31	606	4	1	62	0	2196	721	76
EFU	0	2	50	599	6	1	64	0	1813	367	87
EFV	0	8	47	1474	2	0	59	0	1646	409	87
EFW	0	15	31	1504	6	3	116	0	1782	464	139
EFX	0	18	34	1243	0	0	105	0	1390	585	131
EG0	0	4	52	1106	9	1	70	0	1993	602	104
EUR	0	2	18	34	3	0	42	0	880	85	34
EUS	0	3	35	115	14	0	42	0	1523	1114	57
EUU	1	12	36	1235	13	0	84	1	2164	544	94
EUW	0	9	15	97	4	0	40	0	890	539	43
EUX	0	0	2	25	5	0	3	0	288	116	21
EUY	2	3	6	132	7	0	20	1	565	91	26
EV1	0	8	9	1745	27	0	78	0	1721	209	69
EV3	1	11	12	698	0	0	71	0	1493	946	77
EV4	0	10	39	349	11	0	59	0	1737	839	86
EV5	2	9	16	275	2	0	65	0	1440	696	15
EV6	4	5	34	50	0	0	43	0	1524	775	51
EV8	0	5	16	263	1	0	30	1	655	254	29
EV9	0	7	16	213	2	0	25	0	1315	667	49
EVA	1	9	38	688	4	0	86	0	1518	729	128
EVB	0	2	18	84	2	0	32	0	873	169	31
EVC	0	4	19	1622	14	1	88	1	2263	222	51
EVF	0	10	41	206	10	0	67	0	1730	855	54
EVG	0	5	32	1956	7	0	84	2	2056	315	127
EVH	2	5	35	831	5	0	56	0	1397	404	62
EVJ	1	5	43	1093	5	0	89	0	1430	580	138
EVK	0	8	19	370	5	0	53	0	1774	1055	51
EVM	0	10	16	36	70	0	31	0	1167	638	9
EVN	0	12	27	1143	7	2	77	0	1418	253	47
EVP	0	6	40	562	7	0	35	0	1286	775	115
EVR	0	0	9	354	0	0	19	0	481	174	13
EVS	1	2	57	759	2	0	61	0	1804	930	98
EVV	0	8	62	641	3	0	49	0	1773	969	84
EVW	0	3	21	48	0	0	4	0	1150	539	59
EVX	1	6	16	287	1	0	26	0	1474	829	93
EVY	0	7	25	48	1	0	84	0	906	564	26
EW1	0	6	50	1160	0	0	72	0	1424	855	143
EW4	0	4	26	267	7	0	17	0	1181	528	90
EW5	0	5	128	92	30	0	125	0	2498	830	60
EW6	0	6	17	418	5	0	45	5	1482	781	66
EW7	0	9	31	399	2	0	66	0	1254	833	94
EW8	0	2	16	152	5	0	69	0	1610	876	120
EW9	0	16	27	1303	0	1	76	0	1506	621	83
EWA	0	3	28	255	8	0	45	6	1646	845	100
EWB	0	4	43	492	0	2	42	0	833	112	29
EWC	0	3	36	2028	34	7	92	0	2505	196	96
EWF	0	0	0	70	0	0	2	0	85	13	4
EWG	0	10	52	1636	0	0	45	0	1843	964	71
EWH	0	3	29	1387	9	0	72	1	1502	231	74
EWM	0	0	2	178	0	0	11	0	260	80	16
EWR	2	16	41	586	0	0	60	0	1328	953	111
EWS	0	0	5	240	0	0	27	0	468	211	8
EWW	0	3	29	65	2	0	22	0	1556	792	86
EWX	0	5	14	232	0	0	39	0	853	439	34
EX0	1	4	85	169	0	0	32	0	1435	548	106
EX1	0	0	43	516	0	0	33	0	635	110	28
EX2	0	6	18	79	5	0	18	0	1346	697	69
EX4	0	0	2	33	0	0	3	0	130	16	3
EX5	1	4	53	127	24	1	131	0	2199	743	57
EX6	0	6	36	68	3	0	71	0	1772	687	60
EX7	0	0	6	160	3	0	7	0	236	53	8
EX8	0	0	8	29	0	0	18	0	523	294	18
F71	1	0	1	61	1	0	7	0	119	37	7
F72	0	0	7	283	9	0	19	0	513	25	11
F73	0	0	0	6	0	0	0	0	14	1	0
F74	0	0	0	8	0	0	1	0	37	3	3
F75	0	0	0	5	1	0	0	0	32	1	1
F76	0	0	0	2	0	0	0	0	24	1	0
F77	1	0	2	48	3	0	20	0	335	28	8
F78	0	0	0	0	0	0	0	0	2	0	0
F7A	3	3	6	157	3	0	43	0	696	185	16
F7C	1	1	3	202	11	0	38	0	696	106	19
F7E	2	0	1	45	3	0	7	0	203	27	5
F7F	3	2	1	104	6	0	29	0	820	234	22
F7G	0	0	4	48	3	0	4	0	342	71	7
F7J	7	1	3	85	5	0	45	0	503	129	10
F7K	0	0	0	19	1	0	0	0	55	1	1
F7L	1	0	2	55	3	0	3	0	184	38	3
F7M	0	0	2	38	2	0	5	0	78	8	1
F7N	0	0	0	40	4	0	2	0	134	4	2
F7R	0	0	3	98	9	0	20	0	268	56	7
F7S	0	0	1	2	1	0	0	0	34	1	0
F7T	0	1	7	83	8	0	12	0	365	190	12
F7U	2	0	13	119	10	0	10	0	600	88	12
F7V	3	4	7	163	4	0	25	0	494	261	20
F7W	1	0	0	65	1	0	18	0	310	82	6
F7X	0	0	0	54	1	0	13	0	307	77	2
F7Y	0	1	4	97	3	0	18	0	168	35	9
F81	1	0	4	318	7	0	13	0	348	31	12
F82	0	2	3	86	4	0	11	0	123	43	8
F84	1	2	1	16	0	0	7	0	69	29	2
F85	0	1	2	96	1	0	11	0	389	200	13
F86	1	2	3	51	0	0	19	0	346	168	7
F87	0	0	0	43	0	0	5	0	134	45	3
F88	5	1	1	72	2	0	23	0	412	91	14
F89	0	0	0	3	1	0	4	0	59	18	3
F8A	1	0	1	40	9	0	14	0	238	32	1
F8B	3	1	4	71	1	0	8	0	213	71	10
F8C	1	0	0	24	3	0	9	0	150	36	9
F8D	1	0	7	42	5	0	27	0	284	50	9
F8E	4	1	6	12	6	0	10	0	202	111	3
F8F	0	0	0	6	0	0	0	0	33	2	0
F8G	1	0	4	42	2	0	8	0	139	47	3
F8H	0	1	5	27	0	0	12	0	95	36	10
F8J	0	0	1	13	0	0	10	0	94	24	3
F8L	0	1	4	86	8	0	13	1	487	96	12
F8M	2	2	1	49	4	0	9	0	373	51	2
F8N	1	0	4	35	0	0	8	0	122	67	7
F8P	0	0	4	179	8	0	14	0	180	36	11
F8R	0	1	10	256	5	0	37	0	627	203	25
F8S	0	0	7	22	0	0	9	0	167	64	17
F8U	1	1	3	106	5	0	21	1	545	87	6
F98	0	0	11	47	1	0	9	0	217	124	14
F99	0	6	19	2241	21	0	68	0	2189	123	125
F9A	1	1	39	227	1	0	51	0	1039	551	48
F9B	0	3	30	413	1	0	54	0	1789	1034	72
F9C	0	7	23	2241	7	1	70	0	2351	304	104
F9D	0	8	47	126	9	0	80	0	1638	639	98
F9F	0	4	55	134	2	0	98	0	1959	315	146
F9G	0	1	33	591	1	0	36	0	1685	1149	87
F9H	0	8	45	1502	3	3	68	2	2410	259	51
F9J	0	5	27	351	3	0	44	0	1348	469	32
F9K	0	7	42	205	12	0	15	0	1641	860	95
F9L	0	9	9	1014	0	0	41	0	1157	694	140
F9M	0	0	1	127	13	0	22	1	1074	74	2
F9P	0	14	32	1501	0	0	39	0	1613	976	89
F9R	0	2	20	1871	15	1	108	1	2141	214	108
F9S	1	1	49	369	6	0	64	0	1927	1075	152
F9T	0	9	16	752	16	1	71	1	2073	795	68
F9U	0	11	22	1426	2	0	97	0	1697	589	85
F9V	0	8	16	242	6	0	101	0	1549	761	75
F9W	1	5	33	297	21	0	35	1	1911	837	68
F9X	0	10	16	2532	20	0	69	0	3279	430	163
F9Y	0	18	34	1175	2	0	129	0	1809	677	134
FA0	1	5	49	430	14	0	51	0	1757	1156	62
FA1	2	10	32	234	7	0	77	0	1677	1031	67
FA2	0	8	67	453	0	0	60	0	1165	257	121
FA3	0	7	28	168	19	0	37	0	1632	949	107
FA4	0	1	8	61	0	0	9	0	378	167	12
FA6	1	9	25	494	3	0	52	0	1389	749	82
FA8	1	12	30	560	10	0	55	0	1868	1239	59
FA9	0	5	22	618	2	0	43	0	1906	1032	75
FAB	1	9	27	2565	33	0	92	1	3022	163	67
FAC	0	13	33	233	2	0	20	0	1927	885	153
FAD	0	3	38	275	0	0	45	0	1309	834	61
FAE	0	8	52	523	1	0	52	0	1282	574	146
FAF	0	7	63	382	3	0	69	0	1670	950	97
FAG	0	7	84	1124	6	0	103	0	2031	521	185
FAH	2	4	55	388	6	0	135	0	2032	1180	73
FAJ	0	3	18	675	23	2	63	0	2573	425	89
FAK	0	11	35	227	0	0	37	0	1304	974	124
FAM	0	5	32	565	4	0	63	0	1556	1125	68
FAN	0	3	28	2040	1	1	47	0	2263	863	96
FAP	0	1	14	2385	41	1	123	1	2965	281	39
FAS	0	1	2	284	15	0	20	1	1068	34	14
FAT	0	8	23	2242	6	0	94	1	2342	399	97
FAU	0	7	19	297	13	0	30	0	1958	949	57
FAV	4	5	24	282	2	0	52	0	1750	1191	53
FAW	0	3	22	383	1	0	28	0	954	605	74
FAY	5	7	20	314	11	0	28	0	1519	971	62
FB0	0	9	19	1558	18	0	63	2	1717	361	85
FB1	0	11	81	1347	0	0	36	0	1819	1166	85
FB2	0	9	69	368	2	0	34	0	1669	1140	140
FB3	0	6	20	258	4	0	73	0	1187	783	82
FB4	0	0	33	558	0	0	29	0	686	375	63
FB5	0	10	21	482	1	0	40	0	1242	970	93
FB6	1	0	53	309	0	0	22	0	1997	1122	76
FB7	0	7	69	1201	4	0	20	0	1413	874	82
FB8	1	4	26	304	1	0	47	0	738	331	96
FB9	1	5	28	1562	9	1	47	0	2113	293	98
FBA	0	11	88	871	1	0	99	0	1449	556	108
FBB	0	3	32	891	3	0	62	0	1237	516	66
FBC	0	7	40	387	5	0	52	0	1428	871	102
FBD	1	2	26	248	5	0	32	0	1256	594	67
FBE	3	3	16	422	6	0	67	0	1756	1048	66
FBF	2	2	17	165	4	0	16	0	532	303	17
FBG	0	1	15	487	9	1	28	0	1675	90	30
FBH	1	7	43	316	6	0	41	0	1393	840	32
FBJ	0	2	7	580	1	0	36	0	1130	595	54
FBK	1	1	16	512	3	0	29	0	1313	769	59
FBL	1	11	83	1369	11	0	145	0	3121	598	108
FBM	5	6	113	1663	14	0	154	1	3793	753	139
FBN	9	13	85	424	11	0	84	0	2748	625	104
FBP	0	7	29	208	2	0	38	0	1229	682	54
FBR	2	2	18	289	0	0	26	0	479	166	31
FBS	0	0	0	71	0	0	7	0	131	77	3
FBT	0	0	7	126	0	0	15	0	241	128	8
FBU	0	0	0	71	0	0	6	0	137	98	3
FBV	1	1	3	210	1	0	35	0	713	497	34
FBW	0	6	3	126	0	0	18	0	384	258	23
FBX	0	0	3	113	0	0	16	0	221	121	10
FBY	0	0	0	106	0	0	2	0	264	160	7
FC0	0	1	0	28	0	0	3	0	97	58	1
FC1	0	2	0	44	0	0	1	0	75	50	4
FC2	0	1	0	79	0	0	15	0	153	117	8
FC3	0	0	0	36	0	0	2	0	90	35	7
FC4	0	7	0	39	0	0	4	0	304	206	13
FC5	0	1	6	163	0	0	9	0	292	165	12
FC6	0	4	0	146	0	0	14	0	375	245	8
FC7	0	0	0	41	0	0	5	0	110	77	9
FC8	0	0	0	26	0	0	9	0	80	45	7
FC9	0	0	0	39	0	0	4	0	90	48	0
FCA	0	0	1	89	0	0	4	0	190	129	14
FCB	0	2	1	116	0	0	9	0	201	99	12
FCC	0	3	0	140	1	0	7	0	234	123	7
FCD	0	0	0	47	2	0	0	0	198	135	2
FCE	0	4	5	171	0	0	11	0	358	211	13
FCF	0	1	1	68	0	0	3	0	101	47	4
FCG	0	0	0	49	0	0	5	0	101	62	4
FCH	0	1	0	87	0	0	11	0	183	94	9
FCJ	0	10	1	367	0	0	21	0	952	683	54
FCK	0	4	4	124	0	0	12	0	382	265	21
FCL	0	9	5	606	1	0	30	0	1115	760	35
FCM	0	1	3	76	0	0	5	0	153	115	5
FCN	0	0	2	77	0	0	7	0	137	80	2
FCP	0	0	0	105	0	0	6	0	169	92	10
FCR	0	0	3	163	0	0	4	0	456	224	14
FCS	0	2	3	214	0	0	8	0	391	224	21
FCT	0	0	0	113	0	0	11	0	205	87	6
FCU	0	0	1	47	0	0	2	0	113	71	3
FCV	0	3	0	59	0	0	2	0	117	75	4
FCW	0	4	5	93	0	0	6	0	259	177	10
FCX	0	1	4	113	0	0	13	0	213	120	10
FCY	0	2	0	93	0	0	3	0	145	64	9
FD0	0	1	6	106	0	0	1	0	202	128	8
FD1	0	5	3	284	0	0	28	0	689	431	19
FD2	0	0	1	161	0	0	9	0	246	120	1
FD3	1	7	1	603	1	0	14	0	1042	533	27
FD4	0	1	1	131	0	0	24	0	300	157	11
FD5	0	1	3	89	0	0	14	0	173	105	7
FD6	0	0	0	97	0	0	1	0	172	82	4
FD7	0	5	0	270	0	0	11	0	477	275	17
FD8	0	2	1	83	0	0	28	0	322	209	19
FD9	0	4	2	93	0	0	3	0	248	194	10
FDA	0	1	1	156	0	0	2	0	411	255	16
FDB	0	0	4	122	0	0	3	0	280	197	7
FDC	0	7	9	224	0	0	11	0	483	332	35
FDD	0	6	7	247	0	0	26	0	511	271	14
FDE	0	0	1	12	0	0	1	0	48	28	1
FDF	0	0	0	33	0	0	2	0	98	72	3
FDG	0	1	6	129	1	0	9	0	276	132	11
FDH	0	2	1	75	0	0	2	0	250	171	5
FDJ	0	2	1	86	0	0	7	0	158	74	7
FDK	0	2	1	85	0	0	3	0	216	125	7
FDL	0	0	4	134	0	0	11	0	221	134	4
FDM	0	1	0	68	0	0	6	0	159	109	3
FDN	0	0	1	81	0	0	2	0	208	147	10
FDP	0	1	1	125	0	0	2	0	397	315	16
FDR	0	8	5	90	0	0	6	0	232	166	15
FDS	0	0	0	79	0	0	6	0	162	80	9
FDT	0	0	3	114	0	0	2	0	178	79	1
FDU	0	0	1	90	0	0	8	0	257	162	5
FDV	0	4	10	248	0	0	33	0	757	420	24
FDW	0	0	2	143	0	0	15	0	268	162	14
FDX	0	0	0	59	0	0	3	0	108	52	4
FDY	1	2	0	63	0	0	1	0	167	105	7
FE0	0	0	1	71	0	0	2	0	149	79	4
FE1	0	2	3	248	0	0	14	0	691	422	41
FE2	0	5	2	357	0	0	20	0	844	545	38
FE3	0	1	4	180	1	0	8	0	437	281	11
FE5	0	11	26	713	1	0	44	0	954	439	48
FE6	2	9	49	147	0	0	47	0	1823	1071	99
FEB	1	7	44	200	2	0	68	0	1697	347	75
FED	9	1	8	528	0	0	66	0	1375	881	82
FEE	1	10	24	2152	27	1	104	1	2176	240	121
FEF	0	2	15	77	19	0	44	0	1322	593	44
FEH	1	5	30	171	8	0	41	0	1733	342	21
FEJ	0	1	4	92	0	0	10	0	1277	607	5
FEM	0	4	37	2129	5	1	51	0	2530	335	81
FEP	0	8	54	1177	1	0	81	0	1518	382	147
FES	0	12	25	1164	6	0	60	0	1369	718	88
FET	0	7	8	1561	14	2	61	0	1706	293	89
FEU	0	7	35	309	10	0	139	0	2357	885	126
FEV	1	9	58	160	2	0	134	4	1957	546	153
FEW	0	7	26	455	0	0	59	0	1330	851	156
FEX	3	6	49	244	8	0	107	0	1859	436	92
FF0	0	16	39	313	4	1	58	0	1386	462	125
FL4	1	0	3	60	4	0	12	0	200	51	5
FL5	1	0	2	63	4	0	11	0	260	37	3
FL6	1	1	3	61	1	0	13	0	175	35	3
FL7	0	0	3	43	2	0	5	0	223	35	3
FL8	0	0	5	62	4	0	10	0	154	26	9
FL9	0	0	2	60	4	0	15	0	115	29	8
FLA	1	1	1	23	4	0	8	0	143	36	5
FLB	1	0	4	51	3	0	11	0	136	20	4
FLC	0	0	2	60	0	0	24	0	181	48	10
FLD	0	1	4	59	5	0	9	0	174	48	4
FLE	1	1	4	41	0	0	7	0	187	49	6
FLF	2	0	0	50	3	0	19	0	174	24	6
FLG	0	0	2	67	5	0	8	0	193	42	4
FLH	1	1	3	43	2	0	12	0	240	45	8
FLK	1	0	0	51	8	0	7	0	213	74	5
FLL	0	0	2	65	3	0	20	0	221	53	3
FLM	0	0	5	68	1	0	4	0	205	34	6
FLP	0	0	10	69	1	0	10	0	193	22	4
FLR	1	0	2	74	3	0	5	0	197	61	3
FLS	3	4	1	145	4	0	15	0	543	119	16
FLU	0	0	3	7	0	0	4	0	7	7	2
FLW	0	1	3	7	0	0	4	0	7	6	2
FLX	2	1	4	43	9	0	11	0	382	36	6
FLY	0	0	3	55	6	0	8	2	368	70	4
FM0	0	0	9	91	2	1	26	0	458	73	8
FM1	1	0	6	53	14	0	22	0	421	77	8
FM2	2	0	9	157	12	0	24	0	886	81	21
FM3	0	0	3	29	1	0	4	0	224	10	2
FM4	1	0	2	181	10	0	30	0	653	63	17
FM5	0	0	13	140	6	0	27	0	743	53	12
FM7	2	1	1	120	26	0	19	0	829	87	7
FM8	0	0	0	45	4	0	0	0	73	2	1
FM9	0	0	0	3	1	0	3	0	21	0	0
FMA	0	0	2	69	5	0	1	0	102	5	0
FMB	0	1	2	32	10	0	4	0	245	9	3
FMC	0	0	1	36	5	0	4	0	257	32	0
FMD	0	2	3	60	2	0	6	0	257	54	12
FME	0	0	2	95	5	0	52	0	537	60	11
FMF	0	0	2	33	2	0	28	0	351	18	5
FMG	0	0	13	107	23	0	35	0	700	16	17
FMH	0	0	1	75	4	0	12	0	267	29	4
FMJ	0	0	15	44	5	0	10	0	345	14	4
FMK	0	0	1	81	6	0	5	0	287	66	4
FML	0	1	5	74	4	0	17	0	381	36	7
FMM	1	1	3	71	19	0	37	0	330	34	4
FMN	2	0	4	91	1	0	9	0	463	220	18
FMP	1	1	7	127	2	0	19	0	674	278	14
FMR	0	0	3	71	11	0	12	0	861	123	20
FMS	1	1	4	84	7	0	21	0	514	81	20
FNR	0	2	36	119	0	0	33	0	2850	698	102
FNS	0	0	5	455	4	1	12	0	471	12	11
FNT	0	8	18	2780	21	0	66	1	3037	354	126
FNU	0	8	12	2240	10	0	77	1	2206	239	72
FNW	0	0	12	1619	34	1	81	0	2185	264	62
FNX	7	11	36	1689	4	1	76	0	1802	603	119
FNY	0	0	17	730	3	0	25	0	741	11	24
FP0	0	5	13	2073	26	0	81	2	2437	366	128
FP1	1	11	44	1601	13	1	85	2	1803	406	83
FP2	0	14	33	134	0	0	15	0	1439	1070	116
FP3	1	6	34	1541	1	0	91	3	1710	184	108
FP4	0	7	62	297	3	0	72	0	1437	975	95
FP5	0	0	12	441	3	0	8	0	451	6	7
FP6	1	4	19	596	5	1	66	2	1732	139	100
FP7	1	1	10	2361	17	0	79	6	2490	245	83
FP8	0	6	23	273	9	0	32	0	1291	961	79
FP9	2	4	58	721	0	0	65	0	1446	726	68
FPB	0	9	40	1806	19	0	78	1	2338	315	107
FPC	0	5	55	353	0	0	35	0	1284	943	85
FPE	0	0	2	467	2	0	8	0	440	1	0
FPF	0	6	15	1993	41	4	108	1	2559	206	90
FPG	1	3	37	118	15	0	158	0	1767	734	93
FPH	1	10	25	2229	12	0	70	0	2728	215	173
FPJ	4	3	34	684	5	1	52	0	1866	1065	110
FPK	0	8	24	1815	25	2	100	0	2076	245	118
FPL	0	0	8	423	25	0	14	0	490	4	6
FPM	0	0	20	1638	31	1	96	0	2110	175	84
FPN	0	7	50	1306	2	1	84	0	1424	729	86
FPP	0	0	5	462	4	0	14	0	544	0	18
FPR	0	8	47	387	1	0	36	0	1374	883	136
FPT	0	1	3	361	3	0	14	0	391	16	4
FPU	0	2	16	1370	4	1	58	0	1459	99	37
FPV	0	0	32	751	8	0	31	0	906	70	36
FPW	0	3	57	374	1	0	71	0	1245	517	109
FPX	4	9	16	1882	13	0	54	1	2223	260	49
FPY	0	10	51	143	0	0	54	0	2076	1127	85
FR0	0	14	33	2923	9	2	93	0	3100	389	90
FR2	1	1	44	159	0	0	22	0	638	434	72
FR3	3	4	22	1371	12	0	55	0	1865	435	63
FR4	0	3	45	442	4	0	32	0	1442	1070	115
FR5	1	1	16	1832	5	2	148	0	2161	220	84
FR6	0	6	13	1569	26	1	70	0	1908	138	91
FR7	0	2	11	292	1	0	37	0	812	561	44
FR9	5	6	25	808	6	1	56	0	1697	386	93
FRA	1	11	45	262	4	0	83	0	1855	917	121
FRB	0	5	29	727	2	0	81	0	1757	1219	85
FRC	0	8	4	2414	9	0	59	6	2592	183	83
FRD	0	0	0	479	7	0	10	0	516	0	8
FRE	0	6	13	1353	10	1	49	0	1520	74	70
FRF	0	8	33	2373	27	0	81	1	2666	330	186
FRG	0	10	14	362	1	0	28	0	1397	895	58
FRH	0	6	24	1999	23	0	132	0	2697	225	52
FRJ	0	6	22	1367	24	0	73	0	1724	334	100
FRK	0	2	19	1581	17	2	45	0	1690	115	51
FRL	0	5	50	294	4	0	56	0	1880	991	47
FRN	0	11	26	170	3	0	42	0	1610	1178	82
FRS	1	4	30	1984	16	1	90	2	2523	282	81
FRT	0	12	35	970	1	0	49	0	1554	919	62
FRU	0	0	3	727	7	0	20	0	718	28	11
FRX	0	0	6	473	8	0	23	0	469	1	6
FRY	0	0	6	685	2	1	16	0	704	58	16
FS0	1	3	23	1686	14	1	92	1	1684	375	74
FS1	0	6	27	1663	8	1	110	0	2090	234	86
FS2	0	1	8	674	8	0	28	0	711	19	19
FS3	0	0	14	606	2	0	28	0	672	11	19
FS5	0	0	6	484	8	1	15	0	1302	52	19
FS6	0	9	32	409	1	0	35	0	1587	1117	66
FS7	1	7	38	496	4	1	50	0	1656	1225	71
FS8	0	4	8	2454	16	1	109	0	2877	257	49
FSA	0	0	16	522	0	0	111	0	1572	941	55
FSB	0	1	3	746	15	0	17	0	811	6	20
FSC	0	5	17	1436	9	0	68	0	1436	244	105
FSE	0	8	23	2459	10	0	71	0	2737	467	117
FSF	1	2	20	2530	24	2	52	1	2493	303	40
FSJ	0	0	13	949	2	1	19	0	1073	20	37
FSK	0	0	6	614	3	1	12	0	616	36	9
FSL	0	0	4	428	6	0	3	0	393	1	4
FSN	2	1	45	200	6	0	30	0	1048	171	26
FSP	0	10	14	1634	10	0	72	2	1914	249	69
FSR	4	6	28	1804	7	2	90	1	2203	367	121
FSS	0	9	10	523	0	0	32	0	1420	812	93
FST	1	6	36	551	3	0	41	0	1676	920	108
FSU	0	1	41	1185	0	0	71	0	1477	583	51
FSV	0	3	25	467	3	0	56	0	1246	455	31
FSW	1	9	21	341	3	0	50	0	1009	369	23
FSY	0	5	47	664	2	0	71	0	1787	976	81
FT0	0	6	33	596	6	0	48	0	1675	987	54
FT1	2	12	31	742	3	0	68	0	1998	1114	77
FT2	1	3	34	791	3	0	69	0	1832	1017	71
FT3	1	5	42	673	2	0	43	0	1894	1036	78
FT4	0	7	42	686	2	0	71	0	1906	1120	97
FT5	0	5	37	508	2	0	68	0	1685	1044	87
FT6	0	5	17	224	5	0	16	0	931	487	33
FT7	0	2	18	232	1	0	37	0	712	222	25
FT8	2	7	117	361	8	0	79	25	3020	791	105
FT9	0	12	52	848	6	0	69	0	1446	348	80
FTA	0	0	17	125	1	0	18	0	519	227	19
FTB	4	2	24	578	0	0	21	0	1460	760	46
FTC	1	3	13	490	0	0	32	0	1241	714	58
FTD	2	0	3	143	1	0	13	0	590	343	19
FTE	9	1	21	674	0	0	14	0	1491	992	50
FTT	0	11	54	1016	1	0	89	1	1724	524	93
FTU	0	4	60	301	0	0	53	0	1311	344	55
FTV	1	17	22	140	7	0	70	0	1417	872	146
FTW	0	21	11	854	2	0	65	0	1535	912	115
FTX	0	5	36	853	1	1	88	0	1177	709	83
FTY	5	4	23	245	4	0	30	0	1397	796	53
FU0	0	1	22	177	0	0	23	0	766	311	29
FU1	1	3	29	1444	5	0	123	0	2084	353	62
FU2	0	5	14	1204	8	0	34	0	1245	86	60
FU3	2	11	57	524	29	0	56	0	2484	1138	67
FU4	0	3	27	256	10	0	20	0	1312	161	38
FU5	0	2	3	260	6	0	22	0	1540	61	26
FU6	0	2	7	286	15	0	45	0	1686	209	37
FU7	0	1	8	516	2	0	16	1	523	93	20
FU8	0	18	34	1736	6	2	97	0	2248	526	117
FU9	0	0	0	9	0	0	7	0	121	78	5
FUA	0	9	31	94	5	1	84	0	1783	649	34
FUB	0	0	36	754	5	1	25	0	936	35	25
FUE	0	0	4	32	2	0	9	0	208	77	10
FUF	5	1	6	57	1	0	27	0	374	160	10
FUG	0	1	12	61	3	0	17	0	523	159	13
FUH	1	0	4	136	12	0	36	0	516	48	14
FUJ	1	0	8	241	17	0	25	0	1071	181	27
FUK	4	0	6	246	14	0	35	0	1229	255	34
FUL	3	1	9	200	14	0	28	0	985	188	20
FUM	0	0	1	41	0	0	2	0	54	11	5
FUN	0	0	1	23	0	0	5	0	85	31	9
FUP	0	1	7	52	0	0	2	0	130	34	5
FUR	0	0	5	38	0	0	5	0	60	14	2
FUS	0	0	0	29	0	0	4	0	47	28	1
FUT	0	1	4	84	0	0	24	0	432	88	10
FUU	1	0	4	64	3	0	20	0	433	68	16
FX5	1	0	7	101	1	0	19	0	456	85	12
FX6	4	1	2	34	1	0	17	0	330	41	7
FX7	0	0	0	7	0	0	2	0	14	0	1
FX8	0	0	0	3	0	0	0	0	5	0	2
FX9	0	0	0	1	0	0	4	0	29	0	0
FXB	0	0	0	4	0	0	1	0	18	1	0
FXC	0	0	0	6	0	0	5	0	34	0	3
FXD	0	0	1	17	1	0	3	0	49	2	0
