id	word1	pos1	word2	pos2	O11	O12	O21	O22
18659	the	D	funds	N	6	69171	84	840507
18660	the	D	funeral	N	7	69170	13	840578
18661	the	D	furnace	N	5	69172	6	840585
18662	the	D	furniture	N	6	69171	29	840562
18663	the	D	furrow	N	5	69172	0	840591
18664	the	D	future	J	15	69162	61	840530
18665	the	D	future	N	81	69096	49	840542
18666	the	D	gabriel	Y	6	69171	9	840582
18667	the	D	gain	N	6	69171	41	840550
18668	the	D	gallery	N	10	69167	10	840581
18669	the	D	game	N	42	69135	82	840509
18670	the	D	games	N	5	69172	46	840545
18671	the	D	gang	N	5	69172	12	840579
18672	the	D	gap	N	7	69170	4	840587
18673	the	D	garage	N	10	69167	8	840583
18674	the	D	garden	N	11	69166	27	840564
18675	the	D	gardens	N	6	69171	13	840578
18676	the	D	gas	N	19	69158	71	840520
18677	the	D	gate	N	13	69164	19	840572
18678	the	D	gates	N	7	69170	5	840586
18679	the	D	general	J	90	69087	182	840409
18680	the	D	general	Y	28	69149	132	840459
18681	the	D	georgia	Y	10	69167	35	840556
18682	the	D	german	J	11	69166	22	840569
18683	the	D	german	Y	18	69159	27	840564
18684	the	D	germans	N	6	69171	1	840590
18685	the	D	germans	Y	10	69167	10	840581
18686	the	D	ghetto	N	9	69168	2	840589
18687	the	D	giant	J	6	69171	10	840581
18688	the	D	giants	N	5	69172	6	840585
18689	the	D	giants	Y	8	69169	2	840589
18690	the	D	gift	N	10	69167	20	840571
18691	the	D	girl	N	76	69101	142	840449
18692	the	D	girls	N	37	69140	98	840493
18693	the	D	glass	N	9	69168	72	840519
18694	the	D	globe	N	9	69168	2	840589
18695	the	D	gloom	N	6	69171	7	840584
18696	the	D	glory	N	5	69172	12	840579
18697	the	D	goal	N	12	69165	40	840551
18698	the	D	god	N	5	69172	12	840579
18699	the	D	gods	N	7	69170	5	840586
18700	the	D	golden	J	7	69170	12	840579
18701	the	D	golden	Y	11	69166	5	840586
18702	the	D	good	J	36	69141	643	839948
18703	the	D	good	N	10	69167	34	840557
18704	the	D	goods	N	5	69172	50	840541
18705	the	D	gop	Y	7	69170	4	840587
18706	the	D	gospel	N	5	69172	3	840588
18707	the	D	government	N	87	69090	214	840377
18708	the	D	government	Y	56	69121	55	840536
18709	the	D	governor	N	27	69150	21	840570
18710	the	D	governor	Y	9	69168	7	840584
18711	the	D	grafin	Y	6	69171	0	840591
18712	the	D	grain	N	5	69172	20	840571
18713	the	D	grammatical	J	6	69171	3	840588
18714	the	D	grand	J	16	69161	14	840577
18715	the	D	graph	N	13	69164	3	840588
18716	the	D	grass	N	20	69157	30	840561
18717	the	D	grave	N	7	69170	4	840587
18718	the	D	gray	J	13	69164	40	840551
18719	the	D	great	J	147	69030	430	840161
18720	the	D	great	Y	10	69167	20	840571
18721	the	D	greater	J	25	69152	149	840442
18722	the	D	greatest	J	61	69116	11	840580
18723	the	D	greek	J	5	69172	6	840585
18724	the	D	greek	Y	18	69159	26	840565
18725	the	D	green	J	12	69165	54	840537
18726	the	D	green	N	6	69171	14	840577
18727	the	D	gross	J	5	69172	19	840572
18728	the	D	ground	N	99	69078	68	840523
18729	the	D	grounds	N	19	69158	35	840556
18730	the	D	group	N	72	69105	294	840297
18731	the	D	groups	N	5	69172	117	840474
18732	the	D	growing	G	17	69160	71	840520
18733	the	D	growth	N	26	69151	116	840475
18734	the	D	guard	N	9	69168	20	840571
18735	the	D	guards	N	8	69169	8	840583
18736	the	D	guerrillas	N	10	69167	4	840587
18737	the	D	guest	N	5	69172	27	840564
18738	the	D	guests	N	9	69168	36	840555
18739	the	D	guidance	N	7	69170	29	840562
18740	the	D	guilt	N	5	69172	23	840568
18741	the	D	guitar	N	9	69168	5	840586
18742	the	D	gulf	Y	7	69170	7	840584
18743	the	D	gun	N	22	69155	58	840533
18744	the	D	guns	N	7	69170	22	840569
18745	the	D	guy	N	13	69164	32	840559
18746	the	D	gyro	N	17	69160	9	840582
18747	the	D	habit	N	5	69172	16	840575
18748	the	D	hair	N	10	69167	94	840497
18749	the	D	half-man	N	9	69168	0	840591
18750	the	D	hall	N	83	69094	25	840566
18751	the	D	han	Y	8	69169	1	840590
18752	the	D	hand	N	19	69158	290	840301
18753	the	D	handle	N	6	69171	12	840579
18754	the	D	hands	N	37	69140	123	840468
18755	the	D	harbor	Y	7	69170	12	840579
18756	the	D	hard	J	14	69163	111	840480
18757	the	D	hardest	J	5	69172	1	840590
18758	the	D	harvard	Y	6	69171	26	840565
18759	the	D	hat	N	5	69172	34	840557
18760	the	D	head	N	59	69118	142	840449
18761	the	D	heading	N	6	69171	15	840576
18762	the	D	headquarters	N	8	69169	43	840548
18763	the	D	health	N	5	69172	71	840520
18764	the	D	hearing	N	18	69159	28	840563
18765	the	D	hearst	Y	9	69168	28	840563
18766	the	D	heart	N	62	69115	52	840539
18767	the	D	hearts	N	5	69172	7	840584
18768	the	D	heat	N	32	69145	49	840542
18769	the	D	heater	N	6	69171	8	840583
18770	the	D	heavens	N	7	69170	0	840591
18771	the	D	heavy	J	18	69159	62	840529
18772	the	D	height	N	9	69168	21	840570
18773	the	D	hell	N	25	69152	44	840547
18774	the	D	help	N	19	69158	68	840523
18775	the	D	hen	N	10	69167	11	840580
18776	the	D	herd	N	5	69172	15	840576
18777	the	D	hero	N	12	69165	32	840559
18778	the	D	heroic	J	9	69168	10	840581
18779	the	D	hesiometer	N	5	69172	0	840591
18780	the	D	hetman	Y	20	69157	0	840591
18781	the	D	high	J	52	69125	355	840236
18782	the	D	higher	J	21	69156	118	840473
18783	the	D	highest	J	44	69133	10	840581
18784	the	D	highly	R	13	69164	72	840519
18785	the	D	highroad	N	6	69171	0	840591
18786	the	D	highway	N	9	69168	24	840567
18787	the	D	hill	N	25	69152	13	840578
18788	the	D	hills	N	15	69162	22	840569
18789	the	D	hilum	N	5	69172	0	840591
18790	the	D	hippodrome	Y	5	69172	0	840591
18791	the	D	historian	N	21	69156	12	840579
18792	the	D	historical	J	14	69163	45	840546
18793	the	D	history	N	38	69139	206	840385
18794	the	D	hole	N	11	69166	37	840554
18795	the	D	holes	N	5	69172	29	840562
18796	the	D	holy	Y	19	69158	8	840583
18797	the	D	home	N	36	69141	413	840178
18798	the	D	home	Y	5	69172	10	840581
18799	the	D	homeric	Y	8	69169	4	840587
18800	the	D	honor	N	5	69172	36	840555
18801	the	D	hope	N	18	69159	74	840517
18802	the	D	hopes	N	5	69172	16	840575
18803	the	D	horizon	N	15	69162	10	840581
18804	the	D	horse	N	32	69145	52	840539
18805	the	D	horses	N	19	69158	37	840554
18806	the	D	hospital	N	34	69143	40	840551
18807	the	D	host	N	14	69163	15	840576
18808	the	D	hot	J	11	69166	94	840497
18809	the	D	hotel	N	36	69141	32	840559
18810	the	D	hotel	Y	9	69168	31	840560
18811	the	D	hour	N	11	69166	134	840457
18812	the	D	hours	N	7	69170	166	840425
18813	the	D	house	N	156	69021	192	840399
18814	the	D	house	Y	58	69119	124	840467
18815	the	D	household	N	8	69169	19	840572
18816	the	D	houses	N	11	69166	63	840528
18817	the	D	housing	N	5	69172	37	840554
18818	the	D	hudson	Y	15	69162	38	840553
18819	the	D	huge	J	12	69165	36	840555
18820	the	D	hughes	Y	8	69169	14	840577
18821	the	D	hull	N	6	69171	4	840587
18822	the	D	human	J	23	69154	106	840485
18823	the	D	human	N	36	69141	123	840468
18824	the	D	hundreds	N	7	69170	26	840565
18825	the	D	husband	N	21	69156	42	840549
18826	the	D	hut	N	10	69167	3	840588
18827	the	D	hydrogen	N	16	69161	21	840570
18828	the	D	hymen	N	11	69166	1	840590
18829	the	D	hypothalamic	J	15	69162	6	840585
18830	the	D	hypothalamus	N	14	69163	5	840586
18831	the	D	ice	N	5	69172	35	840556
18832	the	D	idea	N	76	69101	112	840479
18833	the	D	ideal	J	14	69163	28	840563
18834	the	D	ideal	N	6	69171	5	840586
18835	the	D	ideas	N	11	69166	112	840479
18836	the	D	identification	N	5	69172	29	840562
18837	the	D	identity	N	9	69168	40	840551
18838	the	D	iliad	Y	13	69164	1	840590
18839	the	D	illinois	Y	6	69171	27	840564
18840	the	D	illusion	N	10	69167	26	840565
18841	the	D	image	N	45	69132	57	840534
18842	the	D	images	N	6	69171	25	840566
18843	the	D	imagination	N	19	69158	31	840560
18844	the	D	immediate	J	26	69151	41	840550
18845	the	D	impact	N	25	69152	38	840553
18846	the	D	implications	N	9	69168	11	840580
18847	the	D	importance	N	31	69146	70	840521
18848	the	D	important	J	21	69156	335	840256
18849	the	D	impossible	J	5	69172	74	840517
18850	the	D	impression	N	19	69158	25	840566
18851	the	D	impulse	N	5	69172	14	840577
18852	the	D	incest	N	5	69172	7	840584
18853	the	D	incident	J	7	69170	2	840589
18854	the	D	incident	N	15	69162	24	840567
18855	the	D	increase	N	21	69156	92	840499
18856	the	D	increased	G	6	69171	88	840503
18857	the	D	increasing	G	11	69166	53	840538
18858	the	D	independent	J	5	69172	55	840536
18859	the	D	index	N	15	69162	56	840535
18860	the	D	indian	Y	26	69151	23	840568
18861	the	D	indians	Y	18	69159	14	840577
18862	the	D	indirect	J	9	69168	10	840581
18863	the	D	individual	J	23	69154	110	840481
18864	the	D	individual	N	45	69132	55	840536
18865	the	D	industrial	J	12	69165	87	840504
18866	the	D	industrial	Y	10	69167	15	840576
18867	the	D	industry	N	52	69125	112	840479
18868	the	D	inevitable	J	10	69167	19	840572
18869	the	D	infant	N	6	69171	5	840586
18870	the	D	infinite	J	5	69172	10	840581
18871	the	D	influence	N	25	69152	76	840515
18872	the	D	information	N	38	69139	209	840382
18873	the	D	inhabitants	N	5	69172	7	840584
18874	the	D	inherent	J	8	69169	16	840575
18875	the	D	initial	J	30	69147	24	840567
18876	the	D	initiative	N	13	69164	17	840574
18877	the	D	inner	J	18	69159	22	840569
18878	the	D	input	N	8	69169	17	840574
18879	the	D	inquirer	Y	13	69164	0	840591
18880	the	D	inside	N	16	69161	11	840580
18881	the	D	insistence	N	7	69170	9	840582
18882	the	D	institute	Y	12	69165	32	840559
18883	the	D	institution	N	12	69165	25	840566
18884	the	D	instrument	N	9	69168	32	840559
18885	the	D	instruments	N	7	69170	19	840572
18886	the	D	intellectual	J	10	69167	40	840551
18887	the	D	intensity	N	10	69167	42	840549
18888	the	D	inter-american	Y	6	69171	0	840591
18889	the	D	interest	N	27	69150	269	840322
18890	the	D	interests	N	10	69167	61	840530
18891	the	D	interior	J	6	69171	21	840570
18892	the	D	interior	N	13	69164	3	840588
18893	the	D	interior	Y	21	69156	7	840584
18894	the	D	intermediate	J	8	69169	10	840581
18895	the	D	internal	J	13	69164	27	840564
18896	the	D	international	J	20	69157	89	840502
18897	the	D	international	Y	11	69166	17	840574
18898	the	D	interpretation	N	7	69170	36	840555
18899	the	D	intersection	N	6	69171	11	840580
18900	the	D	interstate	Y	7	69170	2	840589
18901	the	D	interview	N	5	69172	25	840566
18902	the	D	introduction	N	12	69165	15	840576
18903	the	D	inventory	N	8	69169	11	840580
18904	the	D	investigation	N	7	69170	32	840559
18905	the	D	irish	Y	6	69171	8	840583
18906	the	D	iron	N	7	69170	27	840564
18907	the	D	island	N	14	69163	19	840572
18908	the	D	issuance	N	6	69171	1	840590
18909	the	D	issue	N	29	69148	98	840493
18910	the	D	issues	N	12	69165	49	840542
18911	the	D	istiqlal	Y	9	69168	3	840588
18912	the	D	italian	Y	8	69169	18	840573
18913	the	D	items	N	7	69170	63	840528
18914	the	D	ivy	Y	5	69172	2	840589
18915	the	D	japanese	Y	13	69164	27	840564
18916	the	D	jazz	N	10	69167	69	840522
18917	the	D	jeep	N	11	69166	3	840588
18918	the	D	jet	N	5	69172	19	840572
18919	the	D	jew	Y	8	69169	17	840574
18920	the	D	jewish	J	12	69165	30	840561
18921	the	D	jewish	Y	7	69170	16	840575
18922	the	D	jews	N	7	69170	7	840584
18923	the	D	jews	Y	7	69170	31	840560
18924	the	D	jig	N	5	69172	3	840588
18925	the	D	job	N	60	69117	145	840446
18926	the	D	john	Y	16	69161	266	840325
18927	the	D	joint	Y	5	69172	2	840589
18928	the	D	joints	N	5	69172	6	840585
18929	the	D	journal	Y	6	69171	27	840564
18930	the	D	journey	N	5	69172	16	840575
18931	the	D	joy	N	6	69171	30	840561
18932	the	D	judge	N	9	69168	14	840577
18933	the	D	judgment	N	10	69167	39	840552
18934	the	D	jungle	N	9	69168	9	840582
18935	the	D	junior	J	19	69158	18	840573
18936	the	D	junior	Y	6	69171	7	840584
18937	the	D	juniors	N	10	69167	17	840574
18938	the	D	jury	N	36	69141	26	840565
18939	the	D	justice	N	5	69172	69	840522
18940	the	D	kansas	Y	7	69170	16	840575
18941	the	D	keelson	N	7	69170	2	840589
18942	the	D	kennedy	Y	24	69153	132	840459
18943	the	D	key	J	10	69167	20	840571
18944	the	D	key	N	22	69155	21	840570
18945	the	D	keys	N	5	69172	9	840582
18946	the	D	kid	N	31	69146	32	840559
18947	the	D	kids	N	6	69171	20	840571
18948	the	D	killer	N	7	69170	13	840578
18949	the	D	killing	N	7	69170	8	840583
18950	the	D	kind	N	72	69105	223	840368
18951	the	D	king	N	24	69153	12	840579
18952	the	D	king	Y	34	69143	24	840567
18953	the	D	kingdom	N	8	69169	9	840582
18954	the	D	kirov	Y	7	69170	3	840588
18955	the	D	kitchen	N	72	69105	12	840579
18956	the	D	knife	N	42	69135	31	840560
18957	the	D	knowledge	N	14	69163	107	840484
18958	the	D	known	G	5	69172	232	840359
18959	the	D	kohnstamm-negative	J	6	69171	3	840588
18960	the	D	kohnstamm-positive	J	9	69168	3	840588
18961	the	D	korean	Y	5	69172	3	840588
18962	the	D	kremlin	Y	13	69164	0	840591
18963	the	D	labor	N	15	69162	83	840508
18964	the	D	laboratory	N	5	69172	18	840573
18965	the	D	lack	N	26	69151	52	840539
18966	the	D	ladder	N	8	69169	11	840580
18967	the	D	ladies	N	13	69164	20	840571
18968	the	D	lady	N	9	69168	43	840548
18969	the	D	lady	Y	6	69171	18	840573
18970	the	D	lake	Y	6	69171	32	840559
18971	the	D	lamp	N	6	69171	12	840579
18972	the	D	land	N	49	69128	125	840466
18973	the	D	landing	N	7	69170	9	840582
18974	the	D	landlord	N	7	69170	4	840587
18975	the	D	language	N	18	69159	76	840515
18976	the	D	large	J	30	69147	309	840282
18977	the	D	larger	J	35	69142	82	840509
18978	the	D	largest	J	40	69137	8	840583
18979	the	D	last	J	217	68960	342	840249
18980	the	D	late	J	57	69120	75	840516
18981	the	D	later	J	12	69165	33	840558
18982	the	D	latest	J	21	69156	8	840583
18983	the	D	latin	Y	8	69169	34	840557
18984	the	D	latter	J	21	69156	3	840588
18985	the	D	latter	N	94	69083	4	840587
18986	the	D	law	N	63	69114	208	840383
18987	the	D	laws	N	20	69157	64	840527
18988	the	D	lawyer	N	8	69169	30	840561
18989	the	D	lead	N	17	69160	29	840562
18990	the	D	leader	N	11	69166	60	840531
18991	the	D	leaders	N	12	69165	87	840504
18992	the	D	leadership	N	13	69164	67	840524
18993	the	D	leading	G	6	69171	45	840546
18994	the	D	league	N	9	69168	16	840575
18995	the	D	least	J	24	69153	289	840302
18996	the	D	left	J	32	69145	21	840570
18997	the	D	left	N	25	69152	12	840579
18998	the	D	leg	N	7	69170	29	840562
18999	the	D	legal	J	17	69160	47	840544
19000	the	D	legend	N	8	69169	16	840575
19001	the	D	legislative	J	10	69167	26	840565
19002	the	D	legislature	N	11	69166	4	840587
19003	the	D	legislature	Y	20	69157	6	840585
19004	the	D	legs	N	5	69172	30	840561
19005	the	D	length	N	25	69152	83	840508
19006	the	D	less	R	23	69154	212	840379
19007	the	D	lesson	N	7	69170	22	840569
19008	the	D	letter	N	25	69152	99	840492
19009	the	D	letters	N	26	69151	69	840522
19010	the	D	level	N	37	69140	166	840425
19011	the	D	leveling	N	5	69172	11	840580
19012	the	D	liberal	J	8	69169	31	840560
19013	the	D	liberals	N	6	69171	15	840576
19014	the	D	liberty	N	5	69172	34	840557
19015	the	D	library	N	8	69169	37	840554
19016	the	D	library	Y	5	69172	9	840582
19017	the	D	license	N	6	69171	25	840566
19018	the	D	lieutenant	N	6	69171	7	840584
19019	the	D	life	N	46	69131	521	840070
19020	the	D	light	J	7	69170	39	840552
19021	the	D	light	N	77	69100	163	840428
19022	the	D	lights	N	15	69162	27	840564
19023	the	D	like	J	11	69166	36	840555
19024	the	D	limitations	N	5	69172	21	840570
19025	the	D	limits	N	12	69165	23	840568
19026	the	D	lincoln	Y	7	69170	30	840561
19027	the	D	line	N	52	69125	216	840375
19028	the	D	lines	N	33	69144	148	840443
19029	the	D	lion	N	6	69171	9	840582
19030	the	D	liquid	N	11	69166	25	840566
19031	the	D	liquor	N	10	69167	29	840562
19032	the	D	list	N	35	69142	86	840505
19033	the	D	lists	N	5	69172	20	840571
19034	the	D	literal	J	10	69167	4	840587
19035	the	D	literary	J	8	69169	63	840528
19036	the	D	literature	N	12	69165	113	840478
19037	the	D	little	J	70	69107	512	840079
19038	the	D	little	Y	9	69168	16	840575
19039	the	D	lives	N	6	69171	15	840576
19040	the	D	living	G	9	69168	96	840495
19041	the	D	living	N	25	69152	34	840557
19042	the	D	lo	Y	19	69158	0	840591
19043	the	D	load	N	11	69166	26	840565
19044	the	D	loan	N	13	69164	27	840564
19045	the	D	lobby	N	16	69161	3	840588
19046	the	D	local	J	74	69103	177	840414
19047	the	D	location	N	12	69165	41	840550
19048	the	D	locking	J	8	69169	13	840578
19049	the	D	logical	J	8	69169	24	840567
19050	the	D	london	Y	10	69167	63	840528
19051	the	D	long-range	J	12	69165	22	840569
19052	the	D	long	J	66	69111	367	840224
19053	the	D	look	N	7	69170	89	840502
19054	the	D	loose	J	7	69170	23	840568
19055	the	D	lord	Y	35	69142	29	840562
19056	the	D	los	Y	6	69171	34	840557
19057	the	D	loss	N	15	69162	65	840526
19058	the	D	lot	N	6	69171	108	840483
19059	the	D	louisiana	Y	5	69172	22	840569
19060	the	D	love	N	11	69166	130	840461
19061	the	D	lovely	J	10	69167	24	840567
19062	the	D	low	J	19	69158	120	840471
19063	the	D	lower	J	39	69138	70	840521
19064	the	D	lowest	J	11	69166	2	840589
19065	the	D	luminous	J	6	69171	5	840586
19066	the	D	lunar	J	6	69171	4	840587
19067	the	D	lung	N	6	69171	9	840582
19068	the	D	lungs	N	5	69172	10	840581
19069	the	D	luxury	N	7	69170	12	840579
19070	the	D	machine	N	23	69154	65	840526
19071	the	D	mad	J	5	69172	27	840564
19072	the	D	magic	J	6	69171	9	840582
19073	the	D	magnetic	J	8	69169	16	840575
19074	the	D	magnitude	N	6	69171	23	840568
19075	the	D	maid	N	10	69167	17	840574
19076	the	D	mail	N	6	69171	29	840562
19077	the	D	main	J	69	69108	25	840566
19078	the	D	maintenance	N	15	69162	39	840552
19079	the	D	major	J	66	69111	140	840451
19080	the	D	majority	N	26	69151	30	840561
19081	the	D	making	N	10	69167	9	840582
19082	the	D	male	N	6	69171	11	840580
19083	the	D	man	N	210	68967	1033	839558
19084	the	D	management	N	11	69166	74	840517
19085	the	D	manager	N	15	69162	63	840528
19086	the	D	manchester	Y	16	69161	25	840566
19087	the	D	manner	N	17	69160	100	840491
19088	the	D	manufacture	N	8	69169	6	840585
19089	the	D	manufacturer	N	5	69172	22	840569
19090	the	D	many	J	44	69133	789	839802
19091	the	D	marble	N	6	69171	9	840582
19092	the	D	march	Y	9	69168	77	840514
19093	the	D	mare	N	8	69169	5	840586
19094	the	D	margin	N	5	69172	4	840587
19095	the	D	marine	N	29	69148	10	840581
19096	the	D	marine	Y	5	69172	6	840585
19097	the	D	marines	N	6	69171	5	840586
19098	the	D	market	N	40	69137	100	840491
19099	the	D	marksman	N	6	69171	2	840589
19100	the	D	marriage	N	14	69163	59	840532
19101	the	D	marshall	Y	5	69172	19	840572
19102	the	D	mass	N	15	69162	61	840530
19103	the	D	masses	N	7	69170	13	840578
19104	the	D	massive	J	7	69170	22	840569
19105	the	D	master	N	16	69161	34	840557
19106	the	D	masters	Y	9	69168	3	840588
19107	the	D	material	N	29	69148	128	840463
19108	the	D	materials	N	8	69169	81	840510
19109	the	D	matter	N	65	69112	224	840367
19110	the	D	maturity	N	8	69169	29	840562
19111	the	D	maximization	N	7	69170	0	840591
19112	the	D	maximum	J	27	69150	26	840565
19113	the	D	maximum	N	5	69172	13	840578
19114	the	D	mayor	N	11	69166	4	840587
19115	the	D	mayor	Y	12	69165	15	840576
19116	the	D	meadow	N	8	69169	4	840587
19117	the	D	meal	N	7	69170	22	840569
19118	the	D	mean	J	9	69168	17	840574
19119	the	D	mean	N	8	69169	7	840584
19120	the	D	meaning	N	29	69148	78	840513
19121	the	D	means	N	24	69153	160	840431
19122	the	D	meantime	N	9	69168	0	840591
19123	the	D	measure	N	15	69162	45	840546
19124	the	D	measured	G	11	69166	45	840546
19125	the	D	measurement	N	8	69169	24	840567
19126	the	D	meat	N	6	69171	35	840556
19127	the	D	mechanical	J	6	69171	26	840565
19128	the	D	mechanics	N	5	69172	12	840579
19129	the	D	medical	J	15	69162	92	840499
19130	the	D	medical	Y	15	69162	25	840566
19131	the	D	medieval	J	6	69171	8	840583
19132	the	D	medium	N	19	69158	17	840574
19133	the	D	meeting	N	24	69153	94	840497
19134	the	D	members	N	32	69145	256	840335
19135	the	D	membership	N	7	69170	51	840540
19136	the	D	memory	N	19	69158	41	840550
19137	the	D	men	N	100	69077	605	839986
19138	the	D	mercy	N	5	69172	12	840579
19139	the	D	mere	J	10	69167	36	840555
19140	the	D	merits	N	5	69172	5	840586
19141	the	D	mess	N	11	69166	9	840582
19142	the	D	message	N	13	69164	43	840548
19143	the	D	metal	N	15	69162	42	840549
19144	the	D	metaphysical	J	6	69171	9	840582
19145	the	D	method	N	26	69151	107	840484
19146	the	D	methods	N	23	69154	111	840480
19147	the	D	metropolis	N	6	69171	2	840589
19148	the	D	metropolitan	J	5	69172	16	840575
19149	the	D	metropolitan	Y	5	69172	6	840585
19150	the	D	mexican	Y	6	69171	14	840577
19151	the	D	mexicans	Y	8	69169	4	840587
19152	the	D	micrometeorite	N	5	69172	3	840588
19153	the	D	middle	J	27	69150	16	840575
19154	the	D	middle	N	42	69135	7	840584
19155	the	D	middle	Y	22	69155	3	840588
19156	the	D	midst	N	17	69160	0	840591
19157	the	D	midwest	Y	6	69171	3	840588
19158	the	D	military	J	27	69150	140	840451
19159	the	D	millions	N	9	69168	34	840557
19160	the	D	mind	N	26	69151	144	840447
19161	the	D	minds	N	18	69159	18	840573
19162	the	D	minimal	J	16	69161	10	840581
19163	the	D	minimum	J	6	69171	26	840565
19164	the	D	minister	N	6	69171	38	840553
19165	the	D	ministry	Y	5	69172	1	840590
19166	the	D	minutemen	Y	5	69172	0	840591
19167	the	D	mirror	N	13	69164	11	840580
19168	the	D	missile	N	14	69163	32	840559
19169	the	D	mission	N	18	69159	33	840558
19170	the	D	mississippi	Y	15	69162	20	840571
19171	the	D	mistake	N	6	69171	24	840567
19172	the	D	mixed	G	10	69167	14	840577
19173	the	D	mixture	N	7	69170	22	840569
19174	the	D	mobile	Y	7	69170	8	840583
19175	the	D	mode	N	5	69172	15	840576
19176	the	D	model	N	14	69163	53	840538
19177	the	D	modern	J	38	69139	111	840480
19178	the	D	modern	N	5	69172	13	840578
19179	the	D	moment	N	74	69103	175	840416
19180	the	D	money	N	35	69142	197	840394
19181	the	D	monotony	N	5	69172	2	840589
19182	the	D	monroe	Y	6	69171	6	840585
19183	the	D	month	N	11	69166	119	840472
19184	the	D	monthly	J	5	69172	12	840579
19185	the	D	months	N	7	69170	184	840407
19186	the	D	mood	N	6	69171	25	840566
19187	the	D	moon	N	40	69137	9	840582
19188	the	D	moonlight	N	6	69171	6	840585
19189	the	D	moral	J	36	69141	78	840513
19190	the	D	morality	N	6	69171	22	840569
19191	the	D	more	J	18	69159	729	839862
19192	the	D	more	R	100	69077	1155	839436
19193	the	D	morning	N	70	69107	136	840455
19194	the	D	morton	Y	6	69171	10	840581
19195	the	D	most	J	55	69122	254	840337
19196	the	D	most	R	361	68816	284	840307
19197	the	D	motel	N	6	69171	10	840581
19198	the	D	mother	N	17	69160	71	840520
19199	the	D	motion	N	10	69167	42	840549
19200	the	D	motor	N	19	69158	27	840564
19201	the	D	mountain	N	13	69164	13	840578
19202	the	D	mountains	N	20	69157	13	840578
19203	the	D	mouth	N	16	69161	24	840567
19204	the	D	move	N	8	69169	32	840559
19205	the	D	movement	N	20	69157	97	840494
19206	the	D	movie	N	8	69169	19	840572
19207	the	D	movies	N	13	69164	16	840575
19208	the	D	mucosa	N	5	69172	0	840591
19209	the	D	mud	N	8	69169	20	840571
19210	the	D	multiple	J	13	69164	19	840572
19211	the	D	murder	N	16	69161	48	840543
19212	the	D	murderer	N	8	69169	11	840580
19213	the	D	murders	N	6	69171	5	840586
19214	the	D	muscle	N	5	69172	35	840556
19215	the	D	muscles	N	6	69171	20	840571
19216	the	D	museum	Y	6	69171	10	840581
19217	the	D	music	N	50	69127	132	840459
19218	the	D	musical	J	15	69162	53	840538
19219	the	D	musician	N	6	69171	17	840574
19220	the	D	musicians	N	5	69172	30	840561
19221	the	D	mutton	Y	5	69172	0	840591
19222	the	D	muzzle	N	7	69170	2	840589
19223	the	D	mysterious	J	11	69166	12	840579
19224	the	D	mystery	N	18	69159	18	840573
19225	the	D	myth	N	11	69166	22	840569
19226	the	D	naive	J	7	69170	8	840583
19227	the	D	name	N	71	69106	116	840475
19228	the	D	names	N	14	69163	59	840532
19229	the	D	narrator	N	10	69167	1	840590
19230	the	D	narrow	J	21	69156	34	840557
19231	the	D	nation-state	N	6	69171	0	840591
19232	the	D	nation	N	83	69094	73	840518
19233	the	D	nation	Y	5	69172	3	840588
19234	the	D	national	J	43	69134	142	840449
19235	the	D	national	Y	73	69104	75	840516
19236	the	D	nations	N	11	69166	108	840483
19237	the	D	native	J	6	69171	14	840577
19238	the	D	natives	N	7	69170	4	840587
19239	the	D	nato	Y	6	69171	13	840578
19240	the	D	natural	J	29	69148	80	840511
19241	the	D	natural	N	8	69169	19	840572
19242	the	D	nature	N	50	69127	122	840469
19243	the	D	navy	Y	20	69157	12	840579
19244	the	D	nazis	Y	7	69170	2	840589
19245	the	D	near	J	11	69166	15	840576
19246	the	D	nearby	J	7	69170	17	840574
19247	the	D	nearest	J	11	69166	8	840583
19248	the	D	necessary	J	22	69155	197	840394
19249	the	D	necessity	N	24	69153	14	840577
19250	the	D	neck	N	18	69159	26	840565
19251	the	D	need	N	60	69117	88	840503
19252	the	D	needs	N	19	69158	61	840530
19253	the	D	negative	J	6	69171	40	840551
19254	the	D	negro	Y	37	69140	57	840534
19255	the	D	negroes	Y	11	69166	38	840553
19256	the	D	neighborhood	N	22	69155	34	840557
19257	the	D	neighboring	G	5	69172	13	840578
19258	the	D	net	J	7	69170	13	840578
19259	the	D	network	N	8	69169	21	840570
19260	the	D	networks	N	6	69171	10	840581
19261	the	D	new	J	266	68911	717	839874
19262	the	D	new	Y	129	69048	340	840251
19263	the	D	newer	J	9	69168	11	840580
19264	the	D	newest	J	6	69171	4	840587
19265	the	D	newly	R	7	69170	17	840574
19266	the	D	newport	Y	5	69172	19	840572
19267	the	D	news	N	30	69147	55	840536
19268	the	D	newspaper	N	12	69165	45	840546
19269	the	D	newspapers	N	13	69164	21	840570
19270	the	D	next	J	209	68968	104	840487
19271	the	D	nickname	N	5	69172	1	840590
19272	the	D	nigger	N	5	69172	6	840585
19273	the	D	night	N	73	69104	334	840257
19274	the	D	nineteenth-century	J	5	69172	9	840582
19275	the	D	nineteenth	J	28	69149	12	840579
19276	the	D	ninth	J	11	69166	5	840586
19277	the	D	no.	N	5	69172	47	840544
19278	the	D	noise	N	9	69168	26	840565
19279	the	D	normal	J	30	69147	87	840504
19280	the	D	north	J	9	69168	5	840586
