id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S
HR4	0	5	19	1506	18
HR5	0	1	2	131	11
HR7	0	0	23	2369	7
HR8	1	2	11	2378	28
HR9	0	3	17	2525	35
HRA	0	4	28	3004	13
HRB	0	13	72	1065	3
HRC	0	2	25	1676	14
HRD	4	5	55	237	6
HRE	0	6	31	1258	1
HRF	0	9	32	1643	1
HRG	0	3	26	78	0
HRH	0	3	39	59	8
HRJ	0	7	41	1054	2
HRK	4	4	30	112	1
HRL	0	2	3	104	14
HRM	4	8	31	435	10
HRN	0	5	36	310	7
HRP	2	7	15	270	7
HRR	0	0	7	170	1
HRS	1	0	16	199	9
HRT	4	4	42	1047	5
HRU	1	1	10	127	0
HRV	1	0	9	105	2
HRW	0	0	1	9	0
HRX	1	1	6	91	0
HRY	1	0	16	234	0
HS0	0	2	15	230	1
HS1	1	0	25	254	1
HS2	0	1	16	276	2
HS3	1	2	4	324	0
HS4	0	0	6	11	0
HS7	0	2	5	46	4
HS8	1	1	3	79	0
HS9	0	1	0	5	1
HSA	0	3	15	644	1
HSB	0	1	13	21	0
HSC	1	4	26	721	5
HSD	0	4	48	116	5
HSE	0	3	24	52	2
HSF	0	1	52	652	6
HSG	0	4	31	435	1
HSH	0	0	17	24	2
HSJ	1	3	19	295	8
HSK	0	1	17	78	1
HSL	8	7	28	500	6
HSM	0	0	4	76	1
HSN	0	2	5	10	3
HSP	0	0	1	0	0
HSR	0	0	1	0	0
HSS	0	0	1	3	0
HST	0	0	4	10	0
HSU	0	0	0	5	1
HSW	0	0	0	3	0
HSX	0	0	0	1	0
HSY	0	0	10	3	0
HT0	0	0	1	0	0
HT1	0	0	2	0	0
HT2	0	0	2	0	0
HT3	0	0	1	1	0
HT4	0	1	0	2	0
HT5	0	0	1	1	0
HT6	0	0	2	8	0
HT7	0	0	0	2	0
HT8	0	0	0	0	0
HT9	0	0	0	3	0
HTA	0	0	0	2	0
HTC	0	1	11	195	1
HTD	0	5	31	43	0
HTE	0	3	49	57	1
HTF	0	4	27	362	1
HTG	0	3	29	1802	13
HTH	1	0	16	2212	15
HTJ	1	3	41	2214	9
HTK	0	14	27	1226	0
HTL	0	3	27	2008	25
HTM	0	7	20	2158	19
HTN	0	6	14	1769	25
HTP	2	12	43	378	3
HTR	0	4	24	2473	15
HTS	2	3	20	2359	26
HTT	0	3	33	1860	24
HTU	0	4	20	2264	33
HTV	1	12	52	284	7
HTW	0	1	20	1785	17
HTX	0	4	12	2409	19
HTY	0	3	11	3262	37
HU0	0	5	19	2286	18
HU1	1	3	19	338	1
HU2	5	5	91	4261	2
HU3	14	12	99	4562	0
HU4	6	7	77	3923	1
HU5	2	2	8	234	0
HU6	0	1	4	94	0
HU7	0	1	9	81	0
HU8	1	1	4	154	1
HU9	0	0	8	232	3
HUA	0	1	3	900	3
HUB	2	4	17	170	4
HUC	0	3	6	112	8
HUD	2	0	8	111	3
HUE	2	2	13	104	5
HUF	0	2	12	38	3
HUG	0	0	0	11	5
HUH	0	0	7	124	1
HUJ	0	3	4	167	6
HUK	1	2	7	117	5
HUL	3	1	11	188	8
HUM	2	1	22	183	9
HUN	4	0	10	288	10
HUP	1	1	10	127	2
HUR	0	0	0	5	0
HUS	0	0	0	11	0
HUT	3	1	2	143	1
HUU	2	0	1	52	4
HUV	0	2	9	195	20
HUW	1	0	12	77	3
HUX	1	1	1	91	3
HUY	0	0	2	230	4
HV0	1	1	8	217	25
HV1	0	0	4	110	8
HV2	1	0	1	94	5
HV3	0	0	2	68	3
HV4	1	0	1	6	0
HV5	0	0	0	80	0
HV6	0	0	1	167	3
HV7	0	0	0	20	0
HV8	0	0	0	21	0
HV9	0	1	5	52	0
HVA	0	0	0	17	0
HVB	0	0	9	46	1
HVC	1	0	0	87	9
HVD	2	0	3	96	1
HVE	0	0	2	47	5
HVF	2	5	13	147	0
HVG	3	1	11	101	2
HVH	0	6	15	140	2
HVJ	1	3	8	137	3
HVK	0	2	10	112	2
HW8	1	3	27	2013	20
HW9	2	4	12	209	13
HWA	1	8	22	2077	19
HWB	0	2	100	931	0
HWC	0	6	20	1551	12
HWD	2	2	66	1284	2
HWE	0	3	11	1109	17
HWF	31	18	165	556	0
HWG	0	2	65	950	1
HWH	2	6	34	155	2
HWK	0	6	36	1289	0
HWL	1	2	21	1928	17
HWM	0	12	35	1660	11
HWN	3	2	19	2239	18
HWP	0	2	11	2073	14
HWS	13	10	77	4057	3
HWT	1	2	25	1340	5
HWU	0	3	30	973	5
HWV	0	8	40	854	6
HWW	0	4	28	643	1
HWX	10	3	60	449	10
HWY	0	0	5	14	0
HX0	0	3	6	168	1
HX1	0	0	9	209	0
HX2	1	2	7	160	0
HX3	3	2	26	63	4
HX4	9	6	59	195	3
HX5	0	0	0	108	0
HX6	0	0	0	11	1
HX7	0	0	2	47	0
HX8	2	7	13	352	7
HX9	6	9	59	474	5
HXA	0	1	10	102	1
HXB	0	4	7	55	1
HXC	0	10	43	1272	1
HXD	2	8	18	397	3
HXE	0	38	6	1001	1
HXF	0	4	36	304	17
HXG	4	9	14	440	3
HXH	0	14	27	160	4
HXJ	0	0	5	40	0
HXK	0	1	5	71	0
HXL	1	2	3	59	0
HXM	0	0	1	85	0
HXN	1	1	9	42	1
HXP	0	0	1	61	0
HXR	0	2	6	106	0
HXS	0	8	39	192	0
HXT	1	9	30	643	14
HXU	0	13	36	1626	5
HXV	3	8	15	944	6
HXW	0	15	21	608	5
HXX	1	7	41	1094	2
HXY	0	5	24	325	1
HY0	0	10	44	1273	1
HY1	0	3	11	90	0
HY2	0	2	12	143	0
HY3	0	7	8	72	0
HY4	0	2	16	84	0
HY5	0	20	105	1368	0
HY6	4	9	20	433	2
HY7	2	14	40	1523	1
HY8	0	9	51	1621	1
HY9	0	5	27	1174	1
HYA	3	3	26	131	65
HYB	1	10	25	247	10
HYC	0	1	3	314	8
HYD	0	1	3	66	4
HYE	1	2	11	168	2
HYF	0	0	0	68	2
HYG	1	2	4	105	1
HYH	0	0	3	43	9
HYJ	1	3	3	186	5
HYK	0	2	0	138	4
HYL	1	0	5	23	5
HYM	0	0	3	13	2
HYN	0	0	4	18	4
HYP	2	1	5	31	4
HYR	0	0	0	11	1
HYS	0	0	2	35	5
HYT	1	0	3	25	0
HYU	2	1	3	81	18
HYV	2	2	11	66	5
HYW	2	0	1	17	3
HYX	5	4	8	125	7
HYY	0	0	5	90	1
J0P	0	12	61	1146	7
J0R	0	0	6	79	8
J0T	2	2	58	172	0
J0U	0	12	26	453	10
J0V	4	16	56	464	18
J0W	2	5	45	2322	2
J0X	0	2	7	161	14
J0Y	0	0	1	88	3
J10	1	2	16	2825	22
J11	0	7	7	19	0
J12	0	8	35	95	2
J13	0	1	13	814	21
J14	3	5	32	518	1
J15	0	3	27	172	17
J16	3	14	31	561	1
J17	0	3	24	655	16
J18	0	2	56	326	3
J19	2	2	34	1767	20
J1A	0	11	55	594	4
J1B	3	6	33	714	0
J1C	5	3	46	754	16
J1D	0	1	7	161	4
J1E	1	2	24	725	19
J1F	2	4	27	647	14
J1G	4	3	56	1038	30
J1H	1	2	59	962	27
J1J	0	3	23	372	5
J1K	1	2	15	448	11
J1L	0	0	8	99	4
J1M	0	0	34	476	5
J1N	1	0	2	30	0
J1P	1	5	4	254	0
J1R	0	0	1	87	0
J1S	0	0	0	101	0
J1T	1	0	6	8	0
J1U	0	1	9	36	0
J1V	0	0	8	31	0
J1W	0	0	1	10	0
J1X	0	1	8	232	0
J1Y	0	0	8	146	0
J20	0	0	6	37	0
J21	0	0	13	10	0
J22	0	0	1	19	0
J23	0	0	0	18	2
J24	0	1	12	45	0
J25	0	0	12	151	0
J26	0	1	1	24	0
J27	3	2	5	49	1
J28	0	0	3	58	0
J29	0	1	6	73	0
J2A	2	1	3	23	0
J2B	0	1	13	528	3
J2C	0	1	5	9	0
J2D	0	1	7	34	0
J2E	0	1	7	10	0
J2F	0	4	1	392	4
J2G	0	0	5	641	3
J2H	0	1	11	32	1
J2J	0	0	4	20	0
J2K	0	12	21	136	3
J2L	0	0	50	167	0
J2N	0	1	13	136	0
J2P	0	0	15	133	0
J2R	0	1	17	162	0
J2S	0	1	13	135	0
J2T	0	3	18	146	0
J2U	1	3	15	129	0
J2V	0	0	19	149	0
J2W	0	0	13	185	0
J2X	2	2	14	132	0
J2Y	0	1	22	218	0
J30	0	2	13	128	0
J31	0	2	12	150	0
J32	0	0	13	115	0
J33	0	4	16	145	0
J34	1	0	13	153	0
J35	0	0	16	169	0
J36	0	2	18	163	0
J37	0	1	20	227	0
J38	0	1	17	162	1
J39	0	0	16	115	0
J3A	0	1	12	132	0
J3B	0	0	13	144	0
J3C	0	1	17	171	0
J3D	0	0	13	184	0
J3E	0	2	8	164	0
J3F	0	1	17	178	0
J3G	1	1	12	129	0
J3H	1	2	26	154	0
J3J	0	0	13	203	0
J3K	0	0	17	110	0
J3L	0	1	13	140	0
J3M	0	1	3	73	2
J3N	0	0	1	112	2
J3P	1	5	10	127	4
J3R	3	2	4	101	5
J3S	4	1	4	79	0
J3T	2	1	4	93	2
J3U	0	0	8	66	6
J3V	0	1	3	140	6
J3W	2	1	5	56	1
J3X	0	0	13	23	1
J3Y	1	3	10	44	0
J40	1	1	1	64	1
J41	1	2	5	102	3
J42	0	4	1	51	1
J43	1	1	5	71	0
J44	2	1	10	75	2
J45	0	0	2	24	0
J52	0	11	33	381	10
J53	0	5	30	260	4
J54	0	2	16	2022	9
J55	0	1	12	315	0
J56	2	5	67	1286	2
J57	0	6	49	603	2
J59	1	0	0	1	0
J5A	0	0	0	12	0
J5B	0	1	0	1	0
J5C	0	0	0	0	0
J5D	0	0	0	2	0
J5E	0	0	3	0	0
J5F	0	1	0	1	0
J5G	0	1	0	1	0
J5H	0	0	1	3	0
J5J	0	0	0	0	0
J5K	0	1	1	0	0
J5L	0	0	0	3	0
J5M	0	0	0	2	0
J5N	0	0	0	4	0
J5P	0	0	0	2	0
J6N	0	10	21	130	7
J6P	0	12	18	98	0
J6R	0	8	24	124	0
J6S	0	10	21	91	0
J6T	0	14	22	170	0
J6U	0	4	2	126	0
J6V	0	2	6	145	0
J6W	0	1	4	91	0
J6X	0	1	6	132	2
J6Y	0	7	14	445	1
J70	0	2	1	23	0
J71	0	2	3	16	1
J72	0	2	4	31	0
J73	0	4	3	47	1
J74	0	0	1	12	0
J75	0	3	21	69	6
J76	0	4	3	128	3
J77	0	16	6	74	0
J78	0	9	27	559	2
J79	0	9	14	89	2
J7A	0	8	5	425	1
J7B	0	11	14	727	0
J7C	1	14	10	273	4
J7D	0	10	12	435	1
J7E	0	2	15	54	1
J7F	0	2	9	69	2
J7G	0	0	3	6	0
J7H	0	0	1	3	0
J7J	0	0	0	2	0
J7K	0	0	0	18	0
J7L	0	0	0	6	0
J7M	0	0	0	0	0
J7P	0	1	4	38	4
J7R	0	1	6	39	0
J7S	0	1	5	5	0
J7T	0	0	2	1	0
J7U	0	0	3	3	0
J7V	0	0	0	2	0
J7W	0	4	9	14	0
J7X	1	2	2	61	1
J7Y	0	0	2	10	0
J80	0	0	2	3	0
J81	0	0	0	0	0
J82	0	0	3	0	0
J83	0	0	0	1	0
J84	0	0	0	4	0
J85	0	0	0	4	0
J86	0	1	3	12	3
J87	0	0	0	7	0
J88	0	0	1	6	3
J89	0	0	7	102	0
J8B	3	1	5	230	5
J8D	2	1	4	292	11
J8F	0	0	2	68	0
J8G	0	1	4	240	3
J8J	0	1	1	76	2
J8K	0	1	1	30	0
J8M	0	0	0	7	0
J8Y	0	0	4	101	4
J90	1	0	5	94	1
J91	0	0	5	186	11
J92	1	0	0	149	8
J94	0	0	3	22	3
J95	0	0	1	22	1
J97	0	0	2	113	4
J98	0	0	0	2	0
J99	0	1	0	4	0
J9A	0	1	3	440	8
J9B	2	2	6	145	1
J9C	2	1	3	49	1
J9D	0	2	9	114	3
J9E	0	0	0	3	0
J9F	0	0	2	48	0
J9G	1	1	5	46	3
J9H	1	0	4	47	1
J9J	0	0	1	26	1
J9K	0	1	9	81	1
J9L	1	2	11	54	6
J9M	0	2	11	165	2
J9N	0	1	1	50	1
J9P	0	2	6	230	7
J9R	0	0	1	38	0
J9S	0	0	2	60	1
J9T	2	5	15	153	2
J9U	2	5	11	235	2
J9V	2	5	7	137	0
J9X	0	0	6	128	5
J9Y	1	1	4	89	0
JA0	1	1	10	65	4
JA1	0	1	4	65	0
JA2	1	0	5	93	5
JA3	0	0	12	79	1
JA4	1	0	10	199	5
JA5	1	1	1	126	3
JA6	2	0	2	22	2
JA8	0	0	1	21	15
JA9	1	2	5	175	5
JAA	1	0	2	39	4
JAB	0	0	1	67	3
JAC	3	3	6	64	3
JAD	2	3	3	173	1
JAE	0	1	4	82	4
JJ6	0	0	0	6	1
JJ7	2	5	7	106	7
JJ8	3	1	2	132	5
JJ9	1	1	1	81	0
JJA	2	3	4	104	0
JJC	0	0	1	4	0
JJD	3	0	4	101	3
JJE	0	2	5	75	4
JJF	2	0	3	41	0
JJG	4	3	7	157	1
JJH	5	0	5	87	9
JJJ	0	0	0	0	0
JJL	0	1	4	279	5
JJN	4	0	12	174	2
JJP	2	2	2	237	7
JJR	0	0	6	46	2
JJS	2	0	2	138	14
JJT	0	4	4	204	0
JJU	0	1	1	146	0
JJV	1	3	5	294	5
JJW	3	2	1	371	7
JJX	0	3	2	29	0
JJY	0	1	0	120	4
JK0	0	1	2	260	10
JK1	0	1	1	115	1
JK2	0	0	0	178	1
JK5	0	2	3	208	13
JK6	0	2	1	50	5
JK7	2	1	5	113	12
JK8	2	1	12	110	15
JK9	2	0	4	80	6
JN6	2	1	14	226	8
JN7	0	0	6	55	7
JN8	0	0	1	39	0
JNB	0	2	7	113	1
JND	3	1	5	118	7
JNE	2	0	6	429	6
JNF	0	1	12	76	0
JNG	0	0	20	96	2
JNH	1	2	2	40	0
JNJ	1	4	11	26	0
JNK	2	1	7	91	1
JNL	2	1	3	43	2
JNM	1	0	7	86	1
JNN	1	3	4	81	0
JNP	0	1	2	107	3
JNR	0	0	1	20	0
JNS	0	1	2	76	1
JNT	0	0	0	16	1
JNU	0	0	0	17	0
JNV	0	0	1	31	0
JNW	2	0	1	83	1
JNX	1	0	11	106	2
JNY	0	0	2	31	1
JP0	2	0	7	162	7
JP1	0	1	1	49	2
JP2	0	0	0	6	0
JP3	0	0	1	22	0
JP4	0	2	3	91	5
JP5	0	0	1	23	3
JP6	1	1	1	33	1
JP7	0	6	6	231	5
JP8	0	0	0	35	1
JS7	1	3	6	90	0
JS8	2	2	3	91	1
JS9	7	6	9	174	0
JSA	2	2	13	208	7
JSC	3	0	6	57	0
JSD	4	0	1	52	0
JSE	1	0	1	63	3
JSF	1	5	10	170	2
JSG	4	4	16	114	3
JSH	2	0	10	85	4
JSJ	1	4	11	116	0
JSK	1	1	8	136	3
JSL	0	1	2	36	5
JSM	1	1	3	89	2
JSN	1	1	11	202	6
JST	0	0	1	77	12
JSU	0	2	0	32	2
JSV	1	0	0	45	2
JSY	4	0	2	107	1
JT0	0	1	2	71	3
JT1	6	1	5	105	6
JT2	0	1	5	145	6
JT3	1	1	7	95	8
JT4	1	1	3	126	12
JT5	3	0	6	191	7
JT7	2	6	10	80	1
JT8	7	1	7	88	1
JT9	0	0	3	23	1
JTA	0	1	5	128	8
JTB	1	1	4	263	11
JTC	1	0	0	195	3
JTD	0	0	2	78	2
JTE	2	3	11	241	1
JTF	2	0	3	79	3
JWA	0	2	8	92	3
JXG	4	0	34	105	1
JXH	0	3	8	65	0
JXJ	0	8	40	179	9
JXK	3	7	23	199	3
JXL	0	2	4	152	0
JXM	2	14	34	1613	0
JXN	0	4	44	47	0
JXP	0	0	3	1	0
JXS	1	14	38	2589	34
JXT	0	7	25	2706	27
JXU	1	4	26	2903	33
JXV	9	7	25	1815	41
JXW	0	20	17	2533	27
JXX	13	6	12	1890	25
JXY	1	8	14	2031	18
JY0	0	3	29	3824	47
JY1	2	9	18	1863	13
JY2	1	5	26	2878	14
JY3	7	9	35	2245	30
JY4	1	8	23	3022	20
JY5	14	14	36	2350	35
JY6	1	5	35	2738	31
JY7	0	4	33	3430	39
JY8	2	14	38	3225	34
JY9	2	0	10	2502	29
JYA	1	4	27	2566	38
JYB	1	1	20	2438	31
JYC	0	13	21	2607	13
JYD	3	10	16	2811	18
JYE	0	5	23	2469	23
JYF	5	19	31	2397	15
JYL	1	1	1	158	11
JYM	1	2	12	237	14
JYN	3	1	8	242	4
K1B	1	3	56	889	2
K1C	2	3	53	796	5
K1D	1	4	52	789	3
K1E	0	0	62	881	2
K1F	0	6	53	840	5
K1G	1	4	58	862	2
K1H	1	1	41	721	2
K1J	0	2	55	854	3
K1K	1	1	45	924	4
K1L	1	4	52	841	2
K1M	1	5	50	938	2
K1N	0	0	39	817	2
K1P	3	2	49	891	3
K1R	1	0	63	907	6
K1S	1	2	64	833	0
K1T	0	1	55	780	4
K1U	2	6	56	888	6
K1V	0	2	58	828	3
K1W	1	2	65	772	0
K1X	2	1	54	913	2
K1Y	0	1	35	767	7
K20	1	4	47	830	1
K21	1	7	42	981	6
K22	2	1	45	905	4
K23	1	4	56	1015	4
K24	4	2	42	937	3
K25	0	4	65	1012	5
K26	1	2	58	797	0
K27	3	1	45	820	4
K28	0	0	12	147	1
K29	0	0	5	32	0
K2A	1	1	5	173	2
K2B	0	0	2	47	0
K2C	0	0	4	56	0
K2D	4	15	95	1836	5
K2E	1	0	4	151	1
K2F	4	2	28	881	1
K2G	0	0	9	21	0
K2H	0	1	1	40	0
K2J	0	0	0	12	0
K2K	0	1	0	116	0
K2L	0	4	20	321	0
K2M	0	0	0	43	0
K2N	1	1	14	536	2
K2P	0	1	4	15	0
K2R	0	3	14	220	0
K2S	0	0	0	0	0
K2T	0	1	14	150	0
K2U	3	7	39	544	0
K2V	0	0	15	117	3
K2W	1	3	33	936	1
K2X	0	0	3	36	0
K2Y	0	1	6	131	2
K30	0	0	0	1	0
K31	1	0	7	137	0
K32	2	11	81	1582	6
K33	0	0	3	0	0
K34	0	0	14	111	1
K35	1	3	33	1087	1
K36	0	0	1	6	0
K37	0	0	4	141	0
K38	1	0	2	11	2
K39	0	0	8	122	0
K3A	2	6	40	515	1
K3B	0	0	2	29	1
K3C	3	0	20	1118	2
K3D	0	0	0	18	0
K3E	0	0	14	96	3
K3F	0	0	0	9	0
K3G	0	0	15	152	1
K3H	0	2	47	671	2
K3J	0	0	17	137	1
K3K	0	1	24	1031	0
K3L	0	0	3	15	0
K3M	0	1	4	88	0
K3N	0	0	7	53	0
K3P	2	2	17	215	1
K3R	0	0	0	3	0
K3S	0	1	2	46	0
K3T	0	0	16	735	1
K3U	0	0	0	14	1
K3V	0	0	0	52	1
K3W	0	0	2	67	0
K3X	1	3	52	557	4
K3Y	0	0	1	2	0
K40	2	1	7	81	1
K41	0	1	21	835	0
K42	0	0	0	5	0
K43	0	0	5	34	0
K44	0	0	1	27	0
K45	0	2	22	685	2
K46	0	0	0	21	0
K47	0	1	11	531	0
K48	0	0	6	36	0
K49	0	0	8	103	2
K4A	0	0	1	7	0
K4B	0	0	12	227	0
K4C	1	3	31	668	1
K4D	0	0	7	127	1
K4E	1	2	12	609	0
K4F	0	0	3	26	0
K4G	0	0	3	72	0
K4H	0	0	12	222	1
K4J	3	2	26	718	1
K4K	0	0	0	13	0
K4L	1	1	13	156	0
K4M	0	3	13	978	0
K4N	0	2	3	162	0
K4P	2	5	59	939	7
K4R	1	0	0	35	0
K4S	3	2	46	751	2
K4T	6	19	218	4933	3
K4U	0	0	3	25	0
K4V	2	8	55	1437	2
K4W	3	8	125	6112	7
K4X	0	0	0	43	0
K4Y	1	2	33	565	1
K50	0	0	7	111	1
K51	1	3	51	923	2
K52	8	25	147	3889	20
K53	0	0	3	23	1
K54	1	8	109	3152	5
K55	7	8	116	4937	6
K56	1	4	30	204	3
K57	1	3	57	782	1
K58	0	0	2	63	3
K59	5	17	162	2077	1
K5A	9	15	168	3396	15
K5B	0	0	0	1	0
K5C	0	7	60	747	10
K5D	4	40	308	7650	14
K5E	0	1	13	85	0
K5F	3	3	53	892	4
K5G	0	0	2	21	0
K5H	1	20	136	2116	2
K5J	6	21	109	2717	7
K5K	0	0	2	9	0
K5L	0	7	51	786	9
K5M	1	25	224	7333	16
K5N	1	3	1	240	0
K5P	1	1	13	296	1
K5R	0	0	0	103	0
K5S	0	0	0	18	0
K5T	0	4	18	159	0
K5U	0	0	0	13	0
K5V	0	0	12	50	0
K5W	0	0	3	28	0
K5X	0	0	3	180	0
K5Y	1	0	8	303	0
K60	3	2	8	579	13
K61	2	0	3	233	13
K62	0	0	1	125	1
K63	0	1	4	169	5
K64	0	0	0	251	4
K65	1	0	2	441	16
K66	1	1	10	131	0
K67	0	0	1	75	0
K68	1	0	1	218	2
K69	0	0	8	92	10
K6A	0	2	5	184	2
K6B	4	0	10	51	1
K6C	1	0	2	114	0
K6D	2	0	6	83	0
K6E	1	0	6	116	1
K6F	1	0	3	71	0
K6G	0	0	5	92	1
K6H	0	0	7	67	0
K6J	0	0	6	140	9
K6K	0	1	0	131	1
K6L	1	0	2	200	3
K6M	0	0	7	470	4
K6N	0	0	6	332	6
K6P	0	0	5	387	6
K6R	0	0	3	377	3
K6S	0	0	1	170	0
K6T	0	0	2	278	2
K6U	0	0	0	541	21
K6V	4	1	8	101	3
K6W	4	2	6	169	11
K6X	0	0	1	22	1
K6Y	3	2	8	264	7
K70	1	2	13	146	11
K71	2	3	3	226	6
K73	1	3	7	120	1
K74	1	1	8	165	14
K75	0	3	4	199	6
K76	1	2	6	63	1
K77	1	3	3	120	4
K78	0	3	8	104	1
K79	0	0	5	49	0
K7D	0	0	1	153	3
K7E	0	0	1	129	0
K7F	1	0	4	45	11
K7G	0	0	8	347	4
K8R	0	3	6	1994	19
K8S	0	14	32	1408	25
K8T	0	15	28	1550	2
K8U	0	15	56	1450	1
K8V	0	1	14	2379	15
K8W	5	11	34	276	4
K8X	0	6	12	549	0
K8Y	0	9	29	148	10
K90	3	3	10	47	0
K91	0	15	57	1314	5
K92	0	6	13	190	5
K93	0	5	57	180	9
K94	3	5	43	148	11
K95	0	3	19	2651	19
K96	1	2	18	253	1
K97	11	23	327	8036	36
K98	1	3	6	206	2
K99	0	1	16	254	1
K9A	0	2	13	240	1
K9B	0	0	17	343	1
K9C	0	6	26	282	1
K9D	0	1	15	268	0
K9E	0	0	6	51	0
K9F	0	1	9	69	1
K9G	1	0	6	48	0
K9H	2	0	9	74	0
K9J	1	2	33	233	0
K9K	0	1	12	267	0
K9L	0	3	11	142	7
K9M	0	1	12	80	1
K9N	0	0	7	65	0
K9P	0	0	9	60	0
K9R	0	1	5	83	0
K9S	3	4	22	56	3
K9T	0	0	5	66	0
K9U	0	2	9	152	0
K9V	1	0	16	113	7
K9W	0	2	8	140	0
K9X	0	2	8	29	0
K9Y	0	0	0	2	0
KA0	0	1	4	2	0
KA1	5	3	42	1162	8
KA2	0	2	6	378	4
KA3	1	1	6	66	0
KA4	0	2	7	145	0
KA5	1	0	1	198	0
KA6	0	0	0	61	0
KA7	0	0	5	56	0
KA8	0	0	3	76	1
KA9	0	0	1	52	0
KAA	0	0	1	54	1
KAB	0	0	1	76	0
KAC	0	1	2	77	0
KAD	0	0	4	74	0
KAE	0	0	2	73	1
KAF	0	1	1	94	0
KAG	0	0	3	89	0
KAH	0	2	2	77	0
KAJ	1	5	10	190	2
KAK	0	0	9	39	0
KAL	1	0	9	261	0
KAM	0	1	7	153	0
KAN	0	0	2	84	0
KAP	0	1	13	382	3
KAR	0	0	10	173	0
KAS	0	0	1	180	0
KAT	0	0	2	174	0
KAU	0	0	0	41	0
KAV	1	1	2	156	3
KAX	0	0	0	22	0
KAY	1	6	28	503	2
KB0	2	4	25	717	21
KB1	1	4	4	999	52
KB2	0	2	5	1050	51
KB3	0	0	2	283	22
KB4	0	0	0	20	1
KB5	0	0	2	60	5
KB6	0	0	2	474	12
KB7	1	4	42	2207	145
KB8	1	0	33	2008	155
KB9	3	0	4	596	61
KBA	0	0	3	106	17
KBB	1	1	26	2186	75
KBC	1	0	6	916	43
KBD	1	3	23	1096	58
KBE	0	0	18	2306	105
KBF	2	4	35	2440	130
KBG	2	0	8	654	41
KBH	2	2	16	824	87
KBJ	1	0	4	246	32
KBK	6	3	28	1081	79
KBL	0	0	4	651	74
KBM	0	0	5	275	30
KBN	0	0	6	274	30
KBP	1	1	13	621	17
KBR	0	0	2	278	33
KBS	0	0	5	192	4
KBT	0	0	1	73	2
KBU	1	0	4	298	16
KBV	0	0	1	126	22
KBW	2	2	26	2707	274
KBX	3	3	4	424	10
KBY	0	0	2	189	10
KC0	1	1	24	1135	21
KC1	0	1	6	423	6
KC2	1	0	19	1036	58
KC3	0	3	14	951	38
KC4	0	0	11	607	36
KC5	3	0	4	713	33
KC6	0	1	6	398	35
KC7	0	1	3	352	8
KC8	1	0	5	410	15
KC9	1	2	16	1332	38
KCA	1	0	4	663	23
KCB	2	0	1	363	17
KCC	0	0	1	170	2
KCD	0	1	20	752	74
KCE	0	2	27	1369	85
KCF	0	0	12	513	60
KCG	3	3	5	574	35
KCH	0	1	7	915	59
KCJ	0	1	4	294	6
KCK	0	2	2	128	15
KCL	0	2	11	769	65
KCM	0	0	1	199	7
KCN	0	2	15	1352	50
KCP	1	3	17	1991	105
KCR	0	0	0	163	2
KCS	0	2	7	543	22
KCT	0	1	31	3243	169
KCU	0	0	13	1053	125
KCV	2	0	30	686	78
KCW	0	1	7	687	71
KCX	2	2	8	1859	81
KCY	0	0	11	446	11
KD0	0	3	25	1965	289
KD1	0	1	12	670	56
KD2	0	0	5	467	31
KD3	0	0	11	956	39
KD4	0	0	3	143	5
KD5	2	3	9	1129	93
KD6	2	1	28	822	44
KD7	0	0	7	344	39
KD8	1	3	22	2270	81
KD9	0	0	4	367	45
KDA	4	0	57	1559	114
KDB	2	0	4	296	40
KDC	0	0	1	17	1
KDD	0	0	0	28	5
KDE	0	0	7	597	68
KDF	0	0	0	16	2
KDG	0	1	2	334	53
KDH	0	0	4	200	32
KDJ	1	0	6	203	9
KDK	0	0	1	108	8
KDL	0	0	2	206	19
KDM	1	4	40	3003	100
KDN	2	0	18	1137	109
KDP	0	0	5	306	40
KDR	0	0	9	187	13
KDS	0	0	9	360	10
KDT	0	0	0	104	7
KDU	0	0	3	140	3
KDV	1	1	6	672	44
KDW	4	4	16	1543	52
KDX	0	0	4	173	11
KDY	1	1	2	396	21
KE0	0	2	11	910	61
KE1	2	0	18	668	32
KE2	1	2	26	1552	58
KE3	6	2	8	1202	55
KE4	0	0	5	493	49
KE5	0	0	1	76	4
KE6	0	4	22	1853	55
KEB	0	0	5	118	6
KGH	0	0	11	222	20
KGK	3	1	5	167	13
KGL	0	0	14	65	5
KGM	3	3	11	125	2
KGN	4	1	6	180	5
KGP	0	0	9	250	3
KGR	0	0	4	204	7
KGS	1	0	10	184	5
KGT	0	0	6	166	15
KGU	2	0	7	220	38
KGV	0	0	1	28	0
KGW	1	3	4	203	6
KGX	6	3	13	91	2
KJS	0	3	12	69	2
KJT	1	1	2	92	0
KJU	1	0	7	92	4
KJV	0	0	1	91	10
KLE	0	0	3	83	3
KLF	1	0	2	90	8
KLG	1	0	6	177	5
KLH	0	0	5	211	0
KLS	1	0	7	228	7
KLT	1	0	2	76	2
KLV	1	7	8	156	8
KLW	0	1	7	154	15
KLX	3	1	4	195	3
KLY	1	2	14	103	1
KM0	1	1	10	112	3
KM1	0	3	9	72	3
KM2	0	1	6	205	11
KM3	0	0	9	143	13
KM4	1	4	7	145	10
KM5	4	1	5	151	11
KM6	1	0	7	194	12
KM7	3	3	11	133	2
KM8	0	0	6	235	9
KN1	0	1	1	36	0
