id	title	n_words	n_tokens	n_w	n_c	n_s	audience_age	audience_sex	author_age	author_domicile	author_sex	author_type	availability	circulation	context	derived_type	difficulty	domain	genre	interaction_type	medium	mode	publication_date	publication_place	region	respondent_age	respondent_class	respondent_sex	sampling_type	text_type
HHC	Wychwood. Sample containing about 38788 words from a book (domain: imaginative)	39889	46682	40230	6452	2877	adult	mixed	unknown	UK	male	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
HHD	Bishop's Castle Railway Society Journal. Sample containing about 2546 words of miscellanea (domain: commerce)	2547	2820	2568	252	141	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHE	Bishop's Castle Railway Society Journal. Sample containing about 4276 words of miscellanea (domain: commerce)	4264	4801	4307	494	221	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHF	Bishop's Castle Railway Society Journal. Sample containing about 5884 words of miscellanea (domain: commerce)	5862	6561	5909	652	285	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHG	Bishop's Castle Railway Society Journal. Sample containing about 4761 words of miscellanea (domain: commerce)	4790	5390	4816	574	258	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHH	Bishop's Castle Railway Society Journal. Sample containing about 4758 words of miscellanea (domain: commerce)	4787	5401	4803	598	263	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHJ	Bishop's Castle Railway Society Journal. Sample containing about 4065 words of miscellanea (domain: commerce)	4057	4660	4095	565	207	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHK	Bishop's Castle Railway Society Journal. Sample containing about 4318 words of miscellanea (domain: commerce)	4326	4966	4354	612	325	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHL	Bishop's Castle Railway Society Journal. Sample containing about 4430 words of miscellanea (domain: commerce)	4404	5109	4448	661	295	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHM	Bishop's Castle Railway Society Journal. Sample containing about 6481 words of miscellanea (domain: commerce)	6468	7274	6532	742	326	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHN	Bishop's Castle Railway Society Journal. Sample containing about 6915 words of miscellanea (domain: commerce)	6921	7746	6970	776	353	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHP	Bishop's Castle Railway Society Journal. Sample containing about 4296 words of miscellanea (domain: commerce)	4283	4935	4322	613	297	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHR	Bishop's Castle Railway Society Journal. Sample containing about 5403 words of miscellanea (domain: commerce)	5361	6176	5401	775	435	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHS	Bishop's Castle Railway Society Journal. Sample containing about 6775 words of miscellanea (domain: commerce)	6783	7516	6817	699	362	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHT	Bishop's Castle Railway Society Journal. Sample containing about 6205 words of miscellanea (domain: commerce)	6234	7113	6269	844	421	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHU	Bishop's Castle Railway Society Journal. Sample containing about 4350 words of miscellanea (domain: commerce)	4337	4838	4372	466	298	adult	unknown	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
HHV	[Hansard extracts 1991-1992]. Sample containing about 432434 words of miscellanea (domain: world affairs)	428257	468208	432859	35349	26215	adult	unknown	unknown	unknown	unknown	multiple	cleared	unknown	---	misc_published	high	world_affairs	W:hansard	---	misc_published	written	1985-1993	UK_south	---	---	---	---	unknown	written_misc
HHW	[Hansard extracts 1991-1992]. Sample containing about 288910 words of miscellanea (domain: world affairs)	286542	318985	289284	29701	14763	adult	unknown	unknown	unknown	unknown	multiple	cleared	unknown	---	misc_published	high	world_affairs	W:hansard	---	misc_published	written	1985-1993	UK_south	---	---	---	---	unknown	written_misc
HHX	[Hansard extracts 1991-1992]. Sample containing about 405609 words of miscellanea (domain: world affairs)	401325	447437	405752	41685	20401	adult	unknown	unknown	unknown	unknown	multiple	cleared	unknown	---	misc_published	high	world_affairs	W:hansard	---	misc_published	written	1985-1993	UK_south	---	---	---	---	unknown	written_misc
HHY	Rapid -- ESRC grant abstracts. Sample containing about 57494 words of miscellanea (domain: social science)	57266	66043	57739	8304	7448	adult	unknown	unknown	unknown	unknown	corporate	unclaimed	medium	---	academic	medium	social_science	W:ac:soc_science	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_misc
HJ0	Rapid -- ESRC grant abstracts. Sample containing about 192552 words of miscellanea (domain: social science)	191521	220262	192952	27310	24032	adult	unknown	unknown	unknown	unknown	corporate	unclaimed	medium	---	academic	medium	social_science	W:ac:soc_science	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_misc
HJ1	Rapid -- ESRC grant abstracts. Sample containing about 186715 words of miscellanea (domain: social science)	185763	214245	187160	27085	23719	adult	unknown	unknown	unknown	unknown	corporate	unclaimed	medium	---	academic	medium	social_science	W:ac:soc_science	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_misc
HJ2	Rapid -- ESRC grant abstracts. Sample containing about 42027 words of miscellanea (domain: social science)	41846	48329	42128	6201	5394	adult	unknown	unknown	unknown	unknown	corporate	unclaimed	medium	---	academic	medium	social_science	W:ac:soc_science	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_misc
HJ3	The Belfast Telegraph. Sample containing about 158918 words from a periodical (domain: world affairs)	160126	179495	161112	18383	8321	adult	mixed	unknown	unknown	unknown	multiple	unclaimed	medium	---	newspaper	medium	world_affairs	W:newsp:other:report	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJ4	The Belfast Telegraph. Sample containing about 193302 words from a periodical (domain: world affairs)	194187	218004	195507	22497	10049	adult	mixed	unknown	unknown	unknown	multiple	unclaimed	medium	---	newspaper	medium	world_affairs	W:newsp:other:report	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJ5	KPMG MAS engagement manual. Sample containing about 117152 words of unpublished miscellanea (domain: commerce)	116127	129932	117901	12030	7880	adult	unknown	unknown	unknown	unknown	corporate	cleared	low	---	unpublished	medium	commerce_finance	W:admin	---	misc_unpublished	written	1985-1993	UK_south	---	---	---	---	unknown	written_misc
HJ6	The red triangle [Alumni Newsletter, Napier University]. Sample containing about 4987 words from a periodical (domain: world affairs)	4976	5627	5006	612	234	adult	mixed	unknown	UK	unknown	corporate	unclaimed	low	---	unpublished	low	world_affairs	W:institut_doc	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJ7	Journal of the Law Society of Scotland. Sample containing about 32028 words from a periodical (domain: social science)	31766	35673	32185	3482	1140	adult	mixed	unknown	unknown	unknown	corporate	cleared	medium	---	academic	medium	social_science	W:ac:polit_law_edu	---	periodical	written	1975-1984	UK_north	---	---	---	---	whole	written_books_periodicals
HJ8	[Collected letters of the Scottish Sports Council]. Sample containing about 12480 words of unpublished miscellanea (domain: leisure)	12373	13573	12500	1058	807	adult	mixed	unknown	unknown	unknown	corporate	unclaimed	unknown	---	misc_published	low	leisure	W:letters:prof	---	misc_unpublished	written	1985-1993	UK_north	---	---	---	---	unknown	written_misc
HJ9	[Royal Botanic Garden Edinburgh: miscellaneous documents]. Sample containing about 30876 words of unpublished miscellanea (domain: social science)	30679	35291	30930	4358	1868	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	medium	social_science	W:misc	---	misc_unpublished	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJA	[Royal Botanic Garden Edinburgh: miscellaneous documents]. Sample containing about 49697 words of unpublished miscellanea (domain: social science)	49192	57573	49672	7900	4587	adult	unknown	unknown	unknown	unknown	corporate	cleared	low	---	unpublished	medium	social_science	W:non_ac:soc_science	---	misc_unpublished	written	1985-1993	UK_north	---	---	---	---	unknown	written_misc
HJB	[Edinburgh District Council: assorted press releases]. Sample containing about 6192 words of miscellanea (domain: social science)	6167	6921	6206	657	402	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	social_science	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJC	[Unpublished creative writing : prose]. Sample containing about 27488 words of unpublished miscellanea (domain: imaginative)	28345	34053	28564	5489	2682	adult	unknown	unknown	unknown	unknown	sole	unclaimed	low	---	unpublished	low	imaginative	W:fict:prose	---	misc_unpublished	written	1985-1993	unknown	---	---	---	---	beginning	written_misc
HJD	[Unpublished creative writing]. Sample containing about 43560 words of unpublished miscellanea (domain: imaginative)	44080	50759	44394	6365	2712	adult	mixed	45-59	UK	male	sole	unclaimed	unknown	---	unpublished	medium	imaginative	W:fict:prose	---	misc_unpublished	written	1985-1993	UK_north	---	---	---	---	end	written_misc
HJE	Coarse Fisherman. Sample containing about 24193 words from a periodical (domain: leisure)	24211	26777	24441	2336	1168	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
HJG	Golf Monthly. Sample containing about 35009 words from a periodical (domain: leisure)	35021	39319	35318	4001	1743	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK	---	---	---	---	unknown	written_books_periodicals
HJH	Her living image. Sample containing about 44001 words from a book (domain: imaginative)	44634	54335	45044	9291	3881	adult	female	25-34	UK	female	sole	unclaimed	high	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
HJJ	Looking for an outdoor activity?. Sample containing about 339 words of miscellanea (domain: leisure)	338	378	339	39	30	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJK	Pampers and the environment (letter). Sample containing about 257 words of miscellanea (domain: applied science)	266	298	266	32	26	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJL	[People's Trust for Endangered Species]. Sample containing about 544 words of miscellanea (domain: imaginative)	537	608	539	69	35	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	low	imaginative	W:letters:prof	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJM	WWF News. Sample containing about 16634 words of miscellanea (domain: world affairs)	16543	18570	16684	1886	811	adult	unknown	unknown	unknown	unknown	corporate	unclaimed	unknown	---	misc_published	low	world_affairs	W:misc	---	misc_published	written	1985-1993	UK	---	---	---	---	unknown	written_books_periodicals
HJN	[Publisher's advertising brochure]. Sample containing about 1010 words of miscellanea (domain: applied science)	995	1118	1011	107	44	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJP	[Publisher's advertising brochure]. Sample containing about 843 words of miscellanea (domain: applied science)	835	972	847	125	35	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJR	[Publisher's advertising brochure]. A colour atlas of infectious diseases. Sample containing about 347 words of miscellanea (domain: applied science)	348	371	348	23	15	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJS	[Advertising leaflet for Nycomed]. Splendid isolation. Sample containing about 145 words of miscellanea (domain: applied science)	142	170	145	25	10	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJT	Research Defence Society. Sample containing about 756 words of miscellanea (domain: applied science)	752	826	755	71	38	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:advert	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJU	RDS: Medical progress for man and animals. Sample containing about 282 words of miscellanea (domain: applied science)	279	318	281	37	14	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	applied_science	W:advert	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HJV	Executive courses in business English. Sample containing about 1381 words of miscellanea (domain: social science)	1362	1533	1377	156	75	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	low	social_science	W:admin	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJW	Learn the language in the country. Sample containing about 3723 words of miscellanea (domain: social science)	3679	4313	3686	627	275	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	social_science	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HJY	It's something you've always wanted to do…. Sample containing about 462 words of miscellanea (domain: social science)	461	536	463	73	39	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	social_science	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK0	Information sources on courses of higher education. Sample containing about 736 words of miscellanea (domain: social science)	731	867	735	132	75	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	low	social_science	W:non_ac:polit_law_edu	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK1	Sources of information on post-graduate courses. Sample containing about 552 words of miscellanea (domain: social science)	552	629	553	76	49	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	low	social_science	W:non_ac:polit_law_edu	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK2	What's on -- The Play House. Sample containing about 3991 words of miscellanea (domain: arts)	3976	4556	3998	558	373	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	arts	W:misc	---	misc_published	written	unknown	UK_south	---	---	---	---	unknown	written_books_periodicals
HK3	Free to you. Sample containing about 671 words of miscellanea (domain: arts)	672	761	673	88	31	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	arts	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK4	The Simon Community: Christianity at work. Sample containing about 780 words of miscellanea (domain: belief and thought)	787	932	794	138	51	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	belief_thought	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK5	Your parish church calendar 1992. Sample containing about 293 words of miscellanea (domain: belief and thought)	293	334	293	41	23	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	belief_thought	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK7	Quality champagne specially selected for Tesco. Sample containing about 640 words of miscellanea (domain: leisure)	634	739	638	101	71	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:advert	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK8	[Tesco guide to low and no alcohol]. Sample containing about 1882 words of miscellanea (domain: leisure)	1874	2043	1891	152	145	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HK9	Croxteth Hall &amp; Country Park 1989. Sample containing about 460 words of miscellanea (domain: leisure)	461	537	461	76	35	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKA	[BCP -- the no.1 car park for Gatwick Airport]. Sample containing about 782 words of miscellanea (domain: leisure)	782	869	786	83	66	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:advert	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKC	Freemans. Sample containing about 62 words of miscellanea (domain: leisure)	64	69	64	5	9	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKD	Vevay -- Free this superb total colour make-up kit. Sample containing about 447 words of miscellanea (domain: leisure)	453	496	455	41	28	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:advert	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKE	Young additions. Sample containing about 217 words of miscellanea (domain: leisure)	218	252	219	33	26	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKF	Harlow Sport Centre -- general information. Sample containing about 846 words of miscellanea (domain: leisure)	827	938	837	101	84	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	UK_south	---	---	---	---	unknown	written_books_periodicals
HKG	Harlow Sport Centre -- squash. Sample containing about 545 words of miscellanea (domain: leisure)	540	610	543	67	48	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	UK_south	---	---	---	---	unknown	written_books_periodicals
HKH	Bidwells -- Trustees of the Hinxton Estate. Sample containing about 138 words of miscellanea (domain: leisure)	138	149	138	11	7	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	low	leisure	W:letters:prof	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKJ	Bidwells -- Land adjoining 22 High Street. Sample containing about 107 words of miscellanea (domain: leisure)	105	119	107	12	6	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	low	leisure	W:letters:prof	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKK	Bidwells -- The Hinxton Estate. Sample containing about 249 words of miscellanea (domain: leisure)	249	275	250	25	21	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	low	leisure	W:letters:prof	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKL	British Gypsum -- Gyproc cove fixing instructions. Sample containing about 883 words of miscellanea (domain: leisure)	877	976	883	93	76	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:instructional	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKM	Rockwell -- The better alternative to the flat roof. Sample containing about 823 words of miscellanea (domain: leisure)	806	908	824	84	60	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	misc_published	low	leisure	W:misc	---	misc_published	written	unknown	unknown	---	---	---	---	unknown	written_books_periodicals
HKN	[Letter offering old document]. Sample containing about 165 words of unpublished miscellanea (domain: leisure)	159	177	164	13	11	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	unpublished	low	leisure	W:letters:prof	---	misc_unpublished	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKP	Keesings Contemporary Archives. Sample containing about 78163 words from a periodical (domain: world affairs)	77737	89029	78454	10575	3018	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKR	Keesings Contemporary Archives. Sample containing about 75586 words from a periodical (domain: world affairs)	75089	86249	75743	10506	3147	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKS	Keesings Contemporary Archives. Sample containing about 74492 words from a periodical (domain: world affairs)	74119	84726	74838	9888	3096	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKT	Keesings Contemporary Archives. Sample containing about 96647 words from a periodical (domain: world affairs)	96028	110249	96942	13307	4138	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKU	Keesings Contemporary Archives. Sample containing about 92180 words from a periodical (domain: world affairs)	91450	105447	92448	12999	4000	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKV	Keesings Contemporary Archives. Sample containing about 96979 words from a periodical (domain: world affairs)	96232	110528	97256	13272	4221	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKW	Keesings Contemporary Archives. Sample containing about 40804 words from a periodical (domain: world affairs)	40603	45959	40963	4996	1646	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKX	Keesings Contemporary Archives. Sample containing about 76476 words from a periodical (domain: world affairs)	75986	87058	76683	10375	3244	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HKY	Keesings Contemporary Archives. Sample containing about 77061 words from a periodical (domain: world affairs)	76635	87124	77323	9801	3274	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL0	Keesings Contemporary Archives. Sample containing about 91863 words from a periodical (domain: world affairs)	91285	105337	92180	13157	4477	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL1	Keesings Contemporary Archives. Sample containing about 75631 words from a periodical (domain: world affairs)	75093	85964	75825	10139	3404	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL2	Keesings Contemporary Archives. Sample containing about 41832 words from a periodical (domain: world affairs)	41596	47485	41929	5556	1757	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL3	Keesings Contemporary Archives. Sample containing about 57586 words from a periodical (domain: world affairs)	57085	64562	57639	6923	2455	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL4	Keesings Contemporary Archives. Sample containing about 111190 words from a periodical (domain: world affairs)	110547	129750	111441	18309	5668	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL5	Keesings Contemporary Archives. Sample containing about 56096 words from a periodical (domain: world affairs)	55750	63408	56247	7161	2445	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL6	Keesings Contemporary Archives. Sample containing about 55961 words from a periodical (domain: world affairs)	55609	63110	56034	7076	2495	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL7	Keesings Contemporary Archives. Sample containing about 119972 words from a periodical (domain: world affairs)	119044	138780	120172	18608	5879	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL8	Keesings Contemporary Archives. Sample containing about 57850 words from a periodical (domain: world affairs)	57640	65659	58134	7525	2567	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HL9	Keesings Contemporary Archives. Sample containing about 62976 words from a periodical (domain: world affairs)	62604	70859	63132	7727	2772	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLA	Keesings Contemporary Archives. Sample containing about 55973 words from a periodical (domain: world affairs)	55680	62960	56093	6867	2501	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
HLB	Keesings Contemporary Archives. Sample containing about 117824 words from a periodical (domain: world affairs)	117620	137709	118847	18862	5396	adult	unknown	unknown	unknown	unknown	unknown	unclaimed	unknown	---	prose	medium	world_affairs	W:non_ac:polit_law_edu	---	periodical	written	1985-1993	unknown	---	---	---	---	unknown	written_books_periodicals
